"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08","WT09"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-15","11.63",,"0.00","0.0","0.0","69","82","60","  330","  330","21.9","25.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-16","7.61",,"0.00","0.0","0.0","72","77","64","  170","  170","14.1","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-17","8.05",,"0.00","0.0","0.0","73","82","68","  180","  180","18.1","21.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-18","11.86",,"0.00","0.0","0.0","82","91","74","  300","  300","28.0","36.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-19","8.28",,"0.05","0.0","0.0","75","76","69","  360","   10","23.0","25.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-20","10.96",,"0.00","0.0","0.0","74","83","65","  340","  350","18.1","23.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-21","8.28",,"0.00","0.0","0.0","71","75","62","   30","   30","15.0","18.1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-22","6.04",,"0.00","0.0","0.0","69","77","61","  160","  150","14.1","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-23","8.50",,"0.00","0.0","0.0","71","81","62","  170","  170","19.9","21.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-24","14.32",,"0.00","0.0","0.0","71","79","65","  170","  180","29.1","33.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-25","12.53",,"0.09","0.0","0.0","73","83","68","  170","  180","23.9","31.1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-26","8.50",,"0.02","0.0","0.0","78","89","70","   90","   30","18.1","23.9","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-27","7.83",,"0.00","0.0","0.0","74","79","65","   90","   90","17.0","21.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-28","8.50",,"0.00","0.0","0.0","74","86","66","  140","  180","16.1","19.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-29","9.17",,"0.00","0.0","0.0","73","79","65","  170","  250","19.9","25.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-06-30","12.97",,"0.00","0.0","0.0","73","80","67","  180","  170","23.9","29.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-01","14.99",,"0.00","0.0","0.0","76","84","71","  180","  180","30.0","38.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-02","11.86",,"0.52","0.0","0.0","77","85","71","  180","  180","30.0","36.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-03","8.72",,"0.35","0.0","0.0","77","85","71","  190","  190","28.0","35.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-04","14.99",,"0.32","0.0","0.0","72","76","66","  360","  360","31.1","40.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-05","13.65",,"0.00","0.0","0.0","73","84","65","  310","  300","25.1","31.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-06","12.75",,"0.00","0.0","0.0","75","83","66","  190","  190","23.0","29.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-07","12.30",,"0.00","0.0","0.0","76","83","70","  190","  190","21.0","25.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-08","14.54",,"0.00","0.0","0.0","79","88","72","  240","  230","32.0","45.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-09","11.63",,"0.01","0.0","0.0","76","84","71","  190","  190","21.9","28.0",,,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-10","6.26",,"0.03","0.0","0.0","76","85","71","   40","   20","15.0","18.1",,,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-11","7.16",,"0.00","0.0","0.0","76","85","67","   30","   40","15.0","21.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-12","9.62",,"0.00","0.0","0.0","73","82","66","  180","  170","19.9","25.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-13","16.11",,"0.06","0.0","0.0","73","80","69","  180","  190","29.1","36.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-14","6.71",,"1.87","0.0","0.0","76","83","70","  170","  160","21.0","25.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-15","6.93",,"1.03","0.0","0.0","74","82","69","  200","  200","17.0","21.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-16","8.50",,"0.01","0.0","0.0","74","83","70","  350","  330","18.1","23.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-17","8.95",,"0.00","0.0","0.0","75","82","67","  190","  200","15.0","19.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-18","6.71",,"0.00","0.0","0.0","74","84","65","  330","  320","16.1","23.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-19","6.71",,"0.00","0.0","0.0","73","79","68","  360","  340","15.0","25.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-20","8.72",,"0.00","0.0","0.0","72","78","68","  120","  120","19.9","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-21","6.71",,"0.00","0.0","0.0","73","83","65","  170","   70","14.1","21.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-22","12.53",,"0.00","0.0","0.0","75","84","68","  320","  320","25.1","33.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-23","13.42",,"0.02","0.0","0.0","77","83","71","  190","  190","28.0","35.1",,,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-24","10.51",,"0.00","0.0","0.0","78","83","72","  350","  360","19.9","25.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-25","10.07",,"0.00","0.0","0.0","75","83","67","  170","   10","16.1","21.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-26","10.07",,"0.09","0.0","0.0","74","81","69","  190","  180","18.1","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-27","11.86",,"0.01","0.0","0.0","76","84","71","  190","  190","21.9","25.1",,,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-28","16.11",,"0.51","0.0","0.0","78","84","69","  170","  170","31.1","38.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-29","10.51",,"0.00","0.0","0.0","72","79","64","  320","  310","21.0","28.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-30","9.17",,"0.00","0.0","0.0","72","80","64","  190","  190","19.9","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-07-31","11.86",,"0.00","0.0","0.0","74","82","65","  180","  180","23.0","25.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-01","8.05",,"0.00","0.0","0.0","75","82","71","  160","  150","18.1","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-02","8.28",,"0.40","0.0","0.0","71","76","65","   20","   30","18.1","23.9","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-03","4.70",,"0.09","0.0","0.0","70","78","66","  140","  140","10.1","13.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-04","9.84",,"0.00","0.0","0.0","75","81","70","  180","  190","21.0","23.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-05","8.50",,"0.00","0.0","0.0","77","85","70","  350","  350","18.1","21.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-06","8.95",,"0.00","0.0","0.0","77","85","71","  360","  360","23.9","30.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-07","10.96",,"0.00","0.0","0.0","77","86","67","  350","  340","23.9","31.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-08","6.49",,"0.00","0.0","0.0","74","84","65","  350","  360","16.1","21.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-09","7.38",,"0.00","0.0","0.0","76","86","66","  210","  210","15.0","18.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-10","7.16",,"0.00","0.0","0.0","78","87","68","  190","  200","14.1","16.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-11","7.83",,"0.00","0.0","0.0","76","84","67","  160","  160","14.1","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-12","15.21",,"0.34","0.0","0.0","76","80","72","  120","  120","32.0","40.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-13","14.09",,"2.92","0.0","0.0","75","85","68","  130","  130","35.1","40.9","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-14","12.75",,"0.00","0.0","0.0","73","80","65","  240","  250","21.0","25.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-15","10.74",,"0.00","0.0","0.0","70","76","62","  260","  250","19.9","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-16","10.29",,"0.00","0.0","0.0","71","77","63","  190","  190","17.0","21.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-17","11.41",,"0.00","0.0","0.0","75","85","66","  330","  310","18.1","25.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-18","8.05",,"0.00","0.0","0.0","74","82","63","  300","  290","17.0","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-19","7.38",,"0.00","0.0","0.0","72","80","64","  150","  140","14.1","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-20","5.37",,"0.00","0.0","0.0","73","80","66","  160","  140","13.0","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-21","7.16",,"0.21","0.0","0.0","74","79","67","  160","  160","15.0","18.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-22","7.83",,"0.13","0.0","0.0","72","78","67","  140","  110","16.1","21.9","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-23","6.04",,"0.00","0.0","0.0","70","74","66","  130","  110","14.1","18.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-24","6.49",,"0.00","0.0","0.0","70","81","62","   30","   30","17.0","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-25","4.70",,"0.00","0.0","0.0","74","87","63","  200","   20","12.1","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-26","6.71",,"0.00","0.0","0.0","76","82","67","  180","  210","14.1","18.1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-27","8.50",,"0.00","0.0","0.0","76","86","67","  180","  190","17.0","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-28","13.20",,"0.00","0.0","0.0","77","84","68","  330","   10","23.0","31.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-29","8.72",,"0.00","0.0","0.0","71","78","63","  360","  350","15.0","21.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-30","9.62",,"0.00","0.0","0.0","71","78","63","  170","  190","18.1","21.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-08-31","10.07",,"0.14","0.0","0.0","77","85","73","  190","  180","25.1","32.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-01","8.72",,"0.00","0.0","0.0","78","86","74","  190","  180","16.1","21.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-02","11.18",,"0.00","0.0","0.0","81","92","74","  230","  230","25.1","31.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-03","9.40",,"0.00","0.0","0.0","80","88","72","  270","  270","21.0","25.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-04","8.50",,"0.00","0.0","0.0","77","85","68","  180","  180","21.0","25.1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-05","9.62",,"0.00","0.0","0.0","77","85","71","  180","  180","18.1","21.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-06","10.74",,"0.04","0.0","0.0","79","86","68","  220","  230","23.0","28.0",,,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-07","6.71",,"0.00","0.0","0.0","74","82","66","  350","   20","18.1","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-08","10.96",,"0.00","0.0","0.0","71","78","65","  100","  110","18.1","23.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-09","11.18",,"0.00","0.0","0.0","69","75","64","   60","   40","17.0","25.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-10","7.83",,"0.00","0.0","0.0","69","78","63","  150","  130","13.0","16.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-11","12.97",,"0.00","0.0","0.0","74","85","69","  330","  360","21.9","25.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-12","10.74",,"0.00","0.0","0.0","72","79","63","  360","  350","18.1","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-13","10.96",,"0.29","0.0","0.0","66","70","60","  100","  100","23.9","29.1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-14","8.50",,"0.00","0.0","0.0","62","72","54","  350","  330","18.1","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-15","8.05",,"0.00","0.0","0.0","63","71","55","   20","   40","14.1","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-16","5.37",,"0.26","0.0","0.0","64","67","60","  360",,"13.0",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-17","6.26",,"0.00","0.0","0.0","64","73","55","  230","  220","15.0","21.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-18","6.04",,"0.00","0.0","0.0","67","78","57","   30","  120","16.1","21.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-19","10.96",,"0.00","0.0","0.0","63","67","56","   50","   60","18.1","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-20","9.17",,"0.37","0.0","0.0","65","75","54","  170","  170","21.0","25.1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-21","5.14",,"0.21","0.0","0.0","71","77","67","  240","  240","16.1","21.9","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-22","15.88",,"0.00","0.0","0.0","69","73","55","  320","  330","25.1","31.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-23","6.49",,"0.00","0.0","0.0","60","69","51","  230","  140","14.1","19.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-24","10.29",,"0.00","0.0","0.0","64","72","56","   90","  110","19.9","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-25","14.54",,"0.23","0.0","0.0","63","64","60","   30","   40","21.9","28.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-26","8.28",,"0.00","0.0","0.0","67","79","59","   20","   20","18.1","23.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-27","6.71",,"0.00","0.0","0.0","70","84","62","  360","  360","14.1","18.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-28","7.38",,"0.00","0.0","0.0","69","78","62","  190","  200","15.0","19.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-29","5.37",,"0.00","0.0","0.0","69","78","64","  230","  230","14.1","16.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-09-30","5.82",,"0.03","0.0","0.0","68","70","62","   70","   60","12.1","15.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-01","11.41",,"0.00","0.0","0.0","64","67","62","   30","   20","16.1","19.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-02","8.28",,"0.00","0.0","0.0","63","68","61","   30","   40","19.9","21.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-03","7.16",,"0.00","0.0","0.0","62","68","55","  130","  150","14.1","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-04","16.33",,"0.70","0.0","0.0","66","72","52","  150","  150","28.0","36.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-05","12.97",,"0.00","0.0","0.0","55","61","47","  290","  270","21.0","25.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-06","13.87",,"0.00","0.0","0.0","58","70","45","  170","  180","25.1","31.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-07","17.00",,"0.02","0.0","0.0","68","74","65","  200","  200","28.0","32.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-08","17.22",,"0.02","0.0","0.0","69","75","62","  190","  190","33.1","40.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-09","14.09",,"0.00","0.0","0.0","64","69","56","  230","  230","23.9","28.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-10","5.59",,"0.00","0.0","0.0","60","64","52","  300","  300","15.0","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-11","8.28",,"0.45","0.0","0.0","56","59","50","   10","   10","17.0","21.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-12","6.49",,"0.00","0.0","0.0","55","65","46","   20","   20","15.0","18.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-13","5.82",,"0.08","0.0","0.0","57","66","46","  180","  190","15.0","18.1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-14","13.42",,"0.00","0.0","0.0","68","75","64","  160","  160","21.9","28.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-15","16.78",,"0.01","0.0","0.0","71","76","68","  160","  170","23.0","29.1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-16","12.75",,"0.78","0.0","0.0","69","71","60","  170","  180","23.9","29.1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-17","12.97",,"0.00","0.0","0.0","65","72","60","  210","  200","21.0","25.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-18","12.75",,"0.00","0.0","0.0","65","72","57","  290","  270","21.9","25.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-19","17.22",,"0.00","0.0","0.0","56","58","44","  310","  310","29.1","35.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-20","10.07",,"0.00","0.0","0.0","50","61","42","  210","  200","19.9","23.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-21","6.49",,"0.05","0.0","0.0","59","67","53","  120","  110","14.1","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-22","18.12",,"1.42","0.0","0.0","56","58","52","  360","  360","31.1","38.9","    1",,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-23","20.58",,"0.12","0.0","0.0","53","54","51","  340","  350","29.1","38.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-24","10.96",,"0.00","0.0","0.0","55","63","51","  330","  340","23.0","25.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-25","11.86",,"0.00","0.0","0.0","57","68","50","  230","  230","21.9","25.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-26","17.22",,"0.00","0.0","0.0","60","65","54","  310","  290","29.1","38.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-27","11.18",,"0.00","0.0","0.0","57","64","50","  290","  290","18.1","25.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-28","7.16",,"0.00","0.0","0.0","59","70","48","  230","  220","15.0","18.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-29","9.62",,"0.03","0.0","0.0","63","74","52","  310","  300","23.9","31.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-30","9.17",,"0.00","0.0","0.0","54","61","46","  330","  320","18.1","21.9","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-10-31","10.07",,"0.01","0.0","0.0","51","55","46","   50","   60","23.0","28.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-01","18.34",,"1.03","0.0","0.0","48","49","43","  350","   30","25.1","35.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-02","26.17",,"0.00","0.0","0.0","45","50","41","  350","  350","44.1","53.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-03","14.99",,"0.00","0.0","0.0","48","61","40","  310","  310","31.1","38.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-04","10.07",,"0.00","0.0","0.0","57","67","50","  200","  200","13.0","13.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-05","9.62",,"0.00","0.0","0.0","58","65","52","  280","  280","21.0","25.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-06","6.26",,"0.43","0.0","0.0","52","54","49","  270","   90","14.1","25.1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-07","18.12",,"0.00","0.0","0.0","50","54","41","  310","  310","29.1","38.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-08","11.86",,"0.00","0.0","0.0","43","48","36","  220","  220","21.9","23.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-09","8.28",,"0.00","0.0","0.0","50","57","44","  230","  220","17.0","19.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-10","4.25",,"0.00","0.0","0.0","49","59","38","  180","  170","10.1","13.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-11","5.37",,"0.00","0.0","0.0","54","64","42","  140","  140","15.0","17.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-12","7.16",,"0.00","0.0","0.0","60","66","45","  320","  330","23.0","28.0","    1","    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-13","8.28",,"0.11","0.0","0.0","46","49","38","  290","  300","16.1","18.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-14","14.32",,"0.07","0.0","0.0","40","44","37","  330","  320","23.0","28.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-15","9.17",,"0.00","0.0","0.0","38","43","30","  320","  320","17.0","23.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-16","7.38",,"0.00","0.0","0.0","38","45","31","  220","  230","15.0","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-17","8.72",,"1.37","0.0","0.0","45","55","40","  270","  290","29.1","36.9","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-18","23.71",,"0.00","0.0","0.0","38","46","25","  260","  270","32.0","40.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-19","16.11",,"0.00","0.0","0.0","28","37","23","  270","  270","28.0","35.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-20","16.55",,"0.00","0.0","0.0","40","48","32","  270","  270","23.9","33.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-21","15.43",,"0.00","0.0","0.0","34","38","28","  320","  290","25.1","33.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-22","13.65",,"0.00","0.0","0.0","34","44","26","  230","  230","23.9","28.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-23","9.62",,"0.00","0.0","0.0","46","55","43","  250","  250","18.1","21.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-24","19.69",,"0.45","0.0","0.0","57","64","55","  160","  170","35.1","46.1","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-25","10.96",,"0.00","0.0","0.0","57","62","48","  290","  290","21.0","29.1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-26","15.66",,"1.00","0.1","0.0","44","52","36","   20","  330","25.9","32.0","    1",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-27","10.96",,"0.02","0.0","0.0","37","39","36","  340","  320","21.9","28.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-28","13.42",,"0.00","0.0","0.0","35","41","28","  340","  310","23.9","29.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2014-11-29","6.26",,"0.00","0.0","0.0","31","46","26","  200","  210","18.1","21.0",,,,,,,
