,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
50365,201706080047,2017,6,8,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The incident occurred on Alexander Avenue in the Hott Haven area of the Bronx.,"06/08/2017: An assailant fired a pellet gun at the Masjid Ebun Abass mosque in the Bronx, New York, United States. There were no reported casualties in the attack. No group claimed responsibility; however, police identified the incident as one of three similar attacks targeting the mosque over several weeks.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Masjid Ebun Abass Mosque,Mosque,217.0,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,,1,,,0,-99,0,0,,,,,,,,,,5,Firearms,6.0,Other Gun Type,,,,,,,,,,,,,A pellet gun was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A window was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Bronx mosque targeted three times by pellet gun shooter in possible hate crime,"" New York Daily News, June 12, 2017.","""Mosque shot at by pellet gun at least 3 times in possible hate crime in Bronx,"" ABC 7 New York, June 13, 2017.",,START Primary Collection,-9,-9,0,-9,
50401,201706090049,2017,6,9,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The incident occurred along Alexander Avenue in the Mott Haven area of the Bronx.,"06/09/2017: An assailant fired a pellet gun at a civilian outside the Masjid Ebun Abass mosque in the Bronx, New York, United States. There were no reported casualties, but the mosque's windows were damaged in the attack. No group claimed responsibility; however, police identified the incident as one of three similar attacks targeting the mosque over several weeks.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Masjid Ebun Abass Mosque,Mosque,217.0,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,,1,,,0,-99,0,0,,,,,,,,,,5,Firearms,6.0,Other Gun Type,,,,,,,,,,,,,A pellet gun was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A window was damaged in this attack.,0,,,,,,,,,,,,,,,,The victims included Mahamadou Gumaneh.,"""Bronx mosque targeted three times by pellet gun shooter in possible hate crime,"" New York Daily News, June 12, 2017.","""Mosque shot at by pellet gun at least 3 times in possible hate crime in Bronx,"" ABC 7 New York, June 13, 2017.",,START Primary Collection,-9,-9,0,-9,
50578,201706140029,2017,6,14,,0,,217,United States,1,North America,Virginia,Alexandria,38.821582,-77.053422,1,0,The incident occurred at the Eugene Simpson Stadium Park.,"06/14/2017: An assailant opened fire on a Congressional Republican baseball practice at Eugene Simpson Stadium Park in Alexandria, Virginia, United States. At least six people, including House Majority Whip Steve Scalise and Representative Roger Williams, were injured before the assailant was shot and killed by Capitol Police officers. Sources identified the assailant as James T. Hodgkinson, who had previously criticized the policies of the Republican Party and President Donald Trump.",1,1,1,0,,,0.0,0,0,1,Assassination,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,United States Congress,Congressional Republican Baseball Practice,217.0,United States,,,,,,,,,,,,,,,,,Anti-Republican extremists,,,,,,"The specific motive is unknown; however, sources noted that James T. Hodgkinson was critical of President Donald Trump and Republicans. Sources also noted that he had written letters to a local newspaper ""blaming Republicans for what he considered an agenda favoring the wealthy.""",0,,,1,1,0,0,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,5.0,Firearms,3.0,Handgun,,,,,,,,,A 7.62-mm SKS semiautomatic rifle and a 9-mm handgun were used in the attack.,1.0,1.0,1.0,6.0,6.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,"The victims included David Bailey, Crystal Griner, Zack Barth, and Matt Mika.","""FBI: Baseball shooter had list of 6 names,"" CNN, June 21, 2017.","""Capitol Police Officers Hailed as Heroes After Baseball Practice Shooting,"" NBCNews.com, June 14, 2017.","""Lawmaker Steve Scalise is critically injured in GOP baseball shooting; gunman James T. Hodgkinson is killed by police,"" The Washington Post, June 14, 2017.",START Primary Collection,-9,-9,0,-9,
50858,201706210022,2017,6,21,,0,,217,United States,1,North America,Michigan,Flint,42.973383,-83.738903,1,0,The incident occurred at the Bishop International Airport.,"06/21/2017: An assailant armed with a knife stabbed Lieutenant Jeff Neville at Bishop International Airport in Flint, Michigan, United States. Neville, a police officer, was injured in the attack. Amor Ftouhi claimed responsibility for the incident and made statements about deaths caused by the United States government in Syria, Iraq, and Afghanistan during the attack.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Bishop International Airport Police,Officer: Lieutenant Jeff Neville,217.0,United States,,,,,,,,,,,,,,,,,Anti-Government extremists,,,,,,"An unaffiliated individual, identified as Amor Ftouhi, claimed responsibility for the incident and made statements about deaths in Syria, Iraq, and Afghanistan while carrying out the attack. Sources also noted that Ftouhi opposed the United States.",0,,,1,1,1,1,8.0,Personal claim,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,A 12-inch knife was used in the attack.,0.0,0.0,0.0,1.0,1.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Police Officer Stabbed at Airport in Michigan,"" New York Times, June 21, 2017.","""US police officer stabbed at Michigan airport in suspected 'terror' attack,"" Middle East Eye, June 21, 2017.","""Michigan airport stabbing attack investigated as possible act of terrorism, FBI says,"" Washington Post, June 21, 2017.",START Primary Collection,-9,-9,0,-9,
51028,201706260019,2017,6,26,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The incident occurred near the intersection of Troy Avenue and Maple Street in the East Flatbush area of Brooklyn.,"06/26/2017: An assailant set fire to a bus decorated with Jewish iconography in East Flatbush area, New York City, New York, United States. There were no reported casualties. No group claimed responsibility for the incident; however, police officials were investigating the incident as an anti-Semitic attack.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,School Bus Decorated with Jewish Iconography,217.0,United States,,,,,,,,,,,,,,,,,Anti-Semitic extremists,,,,,,"The specific motive is unknown; however, sources noted that the attack was anti-Semitic.",0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A bus was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Arson destroys Brooklyn minibus decorated in Jewish symbols - New York Post,"" New York Post, June 28, 2017.","""Lubavitch ‘Leviticus Bus’ Torched in Crown Heights,"" Jewish Press, June 28, 2017.",,START Primary Collection,-9,-9,0,-9,
51349,201707050048,2017,7,5,,0,,217,United States,1,North America,New York,Bronx,40.697132,-73.931351,1,0,,"07/05/2017: At approximately 12:30 a.m., an assailant shot and killed New York Police Department (NYPD) Officer Miosotis Familia in the Bronx, New York, United States. NYPD officers pursued the perpetrator, identified as Alexander Bonds, who was killed in the shootout that followed. A bystander was also wounded by a stray bullet fired by police. No group claimed responsibility for the incident; however, sources stated that Bonds had previously expressed anti-police sentiment on social media.",1,1,1,1,4.0,Lack of Intentionality,0.0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,New York Police Department,Officer: Miosotis Familia,217.0,United States,,,,,,,,,,,,,,,,,Anti-Police extremists,,,,,,"The specific motive is unknown; however, sources noted that Alexander Bonds had previously conveyed anti-police sentiment on social media.",0,,,1,1,0,0,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,A Ruger .38 revolver was used in the attack.,2.0,2.0,0.0,1.0,,0.0,0,,,,,0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Sources stated that the assailant was in an unstable mental state.,"""Ex-Prisoner Finally Found Stability Before Killing Police Officer,"" The New York Times, July 5, 2017.","""Police Officer Is 'Murdered for Her Uniform' in the Bronx,"" The New York Times, July 5, 2017.","""Gunman sought psychiatric care, was released days before officer ambush,"" CBS News, July 7, 2017.",START Primary Collection,-9,-9,0,-9,
51399,201707070026,2017,7,7,,0,,217,United States,1,North America,Texas,Dallas,32.762122,-96.774511,1,0,The incident occurred in the 1800 block of Peabody Avenue.,"07/07/2017: Assailants set fire to Abounding Prosperity, Inc., an African American Lesbian-Gay-Bi-Trans (LGBT) community center in Dallas, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the incident to anti-LGBT extremists.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,82.0,Labor Union Related,"Abounding Prosperity, Inc.",African American Lesbian-Gay-Bi-Trans (LGBT) Community Center,217.0,United States,,,,,,,,,,,,,,,,,Anti-LGBT extremists,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An LGBT community resource center was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Fire Intentionally Set at Dallas LGBT Community Center: Officials,"" NBC Dallas-Fort Worth, July 7, 2017.","""Arsonists Set Fire To Dallas LGBT Center,"" NewNowNext, July 8, 2017.",,START Primary Collection,-9,-9,0,-9,
51422,201707080029,2017,7,8,,0,,217,United States,1,North America,Indiana,Columbus,39.117274,-86.043045,1,1,"The incident occurred southwest of Columbus, Indiana.","07/08/2017: Assailants vandalized and set fire to the Ohio Chapel United Methodist Church near Columbus, Indiana, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Ohio Chapel United Methodist Church,Church,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Bartholomew Co. church vandalized, set on fire,"" Indy Channel, July 10, 2017.","""Tips sought in church arson, vandalism,"" Republic, The (Columbus, IN), July 9, 2017.",,START Primary Collection,-9,-9,0,-9,
51468,201707090044,2017,7,9,,0,,217,United States,1,North America,Pennsylvania,Campbelltown,40.256711,-76.581162,1,0,The incident occurred near Chestnut Hill and Kreider roads in South Londonderry Township.,"07/09/2017: Assailants set fire to a Energy Transfer Partners, L.P. portable toilet near Chestnut Hill and Kreider Roads in Campbelltown, Pennsylvania, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources suspected the incident was carried out by environmentalists.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,12.0,Construction,"Energy Transfer Partners, L.P.",Portable Toilet,217.0,United States,,,,,,,,,,,,,,,,,Environmentalists,,,,,,,1,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A portable toilet was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Sunoco pipeline portable toilets target of arson,"" The Lebanon Daily News (Pennsylvania), July 23, 2017.","""Sunoco pipeline portable toilets target of arson,"" The Lebanon Daily News (Pennsylvania), July 14, 2017.","""Sunoco pipeline portable toilets target of arson,"" The Lebanon Daily News (Pennsylvania), July 13, 2017.",START Primary Collection,-9,-9,0,-9,
51613,201707130061,2017,7,13,,0,,217,United States,1,North America,Pennsylvania,Campbelltown,40.256896,-76.581134,1,0,The incident occurred on Chestnut Hill and Kreider roads in South Londonderry Township.,"07/13/2017: Assailants set fire to a portable toilet at a Sunoco pipeline construction site in Campbelltown, Pennsylvania, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources suspected the involvement of environmental extremists in the attack.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,12.0,Construction,"Energy Transfer Partners, L.P.",Portable Toilet,217.0,United States,,,,,,,,,,,,,,,,,Environmentalists,,,,,,,1,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A portable toilet was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Sunoco pipeline portable toilets target of arson,"" The Lebanon Daily News (Pennsylvania), July 23, 2017.","""Sunoco pipeline portable toilets target of arson,"" The Lebanon Daily News (Pennsylvania), July 14, 2017.","""Sunoco pipeline portable toilets target of arson,"" The Lebanon Daily News (Pennsylvania), July 13, 2017.",START Primary Collection,-9,-9,0,-9,
52311,201708040042,2017,8,4,,0,,217,United States,1,North America,Missouri,Kansas City,39.176086,-94.574127,1,0,,"08/04/2017: A package delivered to an Internal Revenue Service (IRS) office made employees sick in Kansas City, Missouri, United States. At least 10 people reported being ill, which included vomiting and nausea. No group claimed responsibility for the attack.",1,1,1,0,,,0.0,1,0,8,Unarmed Assault,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",United States Department of Treasury,Internal Revenue Service (IRS) Employees,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,2,Chemical,1.0,Poisoning,,,,,,,,,,,,,"An unidentified toxic substance, which smelled like ammonia, was used in the attack.",0.0,0.0,0.0,10.0,10.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""IRS building staffers sickened by package,"" Journal-Gazette, August 5, 2017.","""Feds investigate suspicious package that sickened people at Kansas City IRS building,"" Chicago Tribune, August 4, 2017.","""Suspicious package at IRS building in Kansas City leaves 10 employees sick,"" CBS News, August 4, 2017.",START Primary Collection,-9,-9,0,-9,
52319,201708050005,2017,8,5,,0,,217,United States,1,North America,Minnesota,Bloomington,44.854703,-93.264384,1,0,,"08/05/2017: An assailant threw an explosive device into Dar Al-Farooq Mosque in Bloomington, Minnesota, United States. There were no reported casualties but an office in the mosque was damaged in the blast. No group claimed responsibility; however, sources attributed the attack to the White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Dar Al-Farooq Mosque,Mosque,217.0,United States,,,,,,,,,,,,,,,,,White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia,,,,,,,0,,,0,3,3,0,,,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,A PVC pipe bomb containing black powder and diesel fuel was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An Islamic center was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Illinois bomb suspects burrow in White Rabbit Militia,"" ABC 7 Eyewitness News (Chicago), March 19, 2018.","""Gov. Dayton calls mosque explosion an 'unforgivable' act of terror,"" KTTC, August 7, 2017.","""‘Terrible, Dastardly, Cowardly’: Dayton, Ellison Condemn Mosque Bombing,"" CBS Minnesota, August 6, 2017.",START Primary Collection,0,0,0,0,
52527,201708120052,2017,8,12,,0,,217,United States,1,North America,Virginia,Charlottesville,38.029474,-78.479616,1,0,The incident occurred at the intersection of 4th Street and Water Street.,"08/12/2017: An assailant drove his vehicle into a crowd of counter-protesters at the intersection of 4th Street and Water Street in Charlottesville, Virginia, United States. One person, identified as Heather D. Heyer, was killed and 19 people were injured in the assault. No group claimed responsibility for the incident; however, police arrested James Alex Fields Jr., a neo-Nazi extremist, in connection with the attack.",1,1,1,0,,,0.0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,83.0,Protester,Unknown,Counter-protesters,217.0,United States,,,,,,,,,,,,,,,,,Neo-Nazi extremists,,,,,,,0,,,1,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A silver Dodge Challenger was used in the attack.,1.0,1.0,0.0,19.0,19.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Suspect in Charlottesville Attack Had Displayed Troubling Behavior,"" The New York Times, August 13, 2017.","""Virginia governor to white nationalists: 'Go home ... shame on you',"" CNN.com, August 13, 2017.","""One dead as car strikes crowds amid protests of white nationalist gathering in Charlottesville; two police die in helicopter crash,"" Washington Post, August 13, 2017.",START Primary Collection,-9,-9,0,-9,
52743,201708190026,2017,8,19,,0,,217,United States,1,North America,Texas,Houston,29.813822,-95.365295,1,0,,"08/19/2017: An assailant was arrested while attempting to plant an explosive device at the Dick Dowling Confederate monument in Houston, Texas, United States. There were no reported casualties. No group claimed responsibility; however, sources identified the assailant as Andrew Cecil Schneck.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,80.0,Memorial/Cemetery/Monument,General Richard Dowling Monument,Monument,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that the attempted attack occurred amid heated discussions over removing Confederate monuments.",0,,,1,1,1,0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,A homemade explosive device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Houston man arrested, accused of attempting to blow up Confederate statue,"" CNN.com, August 21, 2017.","""Houston Man Charged After Trying to Plant Bomb on Confederate Statue,"" NBCNews.com, August 21, 2017.","""Man arrested on suspicion of bomb plot to destroy Confederate statue,"" Yahoo! UK and Ireland, August 21, 2017.",START Primary Collection,-9,-9,0,-9,
53440,201709110044,2017,9,11,,0,,217,United States,1,North America,Louisiana,Baton Rouge,30.451468,-91.187147,1,0,,"09/11/2017: An assailant fired shots through the front door and living room of a home in Baton Rouge, Louisiana, United States. Two men were home at the time of the attack, but no one was injured. Kenneth James Gleason, a white extremist, was arrested and charged in connection with this attack and two similar incidents in Baton Rouge in the same week. Police believe the attacks were racially motivated. He pleaded not guilty in December 2017.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Unknown,House of Black Civilians,217.0,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,"The specific motive is unknown; however, sources suspected that the attack was racially motivated.",1,,,1,1,1,0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A door and a window were damaged in this attack.,0,,,,,,,,,,,,,,,,"Gleeson was charged with two similar incidents that occurred on September 12, 2017 and September 14, 2017.","""Alleged Baton Rouge serial killer pleads not guilty; one victim's family believes 'justice will be served',"" The Advocate (Baton Rouge), December 13, 2017.","""Neighbor of Baton Rouge man accused of killing 2 black men describes horror of shots fired at house,"" The Advocate (Baton Rouge), September 19, 2017.","""What we know about Kenneth Gleason, Baton Rouge man booked in killings of 2 black men,"" The Advocate (Baton Rouge), September 19, 2017.",START Primary Collection,-9,-9,0,-9,
53462,201709120031,2017,9,12,,0,,217,United States,1,North America,Louisiana,Baton Rouge,30.449998,-91.154152,1,0,The incident occurred in the 3400 block of Florida Street.,"09/12/2017: An assailant shot and killed Bruce Cofield, 59, on the 3400 block of Florida Street in Baton Rouge, Louisiana, United States. The perpetrator first fired from inside a car, and then exited the vehicle and continued to fire. Kenneth James Gleason, a white extremist, was arrested and charged in connection with this attack and two similar incidents in Baton Rouge in the same week. Police believe the attacks were racially motivated. He pleaded not guilty in December 2017.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Not Applicable,Black Civilian: Bruce Cofield,217.0,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,"The specific motive is unknown; however, sources suspected that the attack was racially motivated.",1,,,1,1,1,0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,"Gleeson was charged with two similar incidents that occurred on September 11, 2017 and September 14, 2017.","""Alleged Baton Rouge serial killer pleads not guilty; one victim's family believes 'justice will be served',"" The Advocate (Baton Rouge), December 13, 2017.","""Neighbor of Baton Rouge man accused of killing 2 black men describes horror of shots fired at house,"" The Advocate (Baton Rouge), September 19, 2017.","""What we know about Kenneth Gleason, Baton Rouge man booked in killings of 2 black men,"" The Advocate (Baton Rouge), September 19, 2017.",START Primary Collection,-9,-9,0,-9,
53522,201709140041,2017,9,14,,0,,217,United States,1,North America,Louisiana,Baton Rouge,30.420015,-91.184493,1,0,The incident occurred in the 3000 block of Alaska Street.,"09/14/2017: An assailant shot and killed Donald Smart 49, on the 3000 block of Alaska Street in Baton Rouge, Louisiana, United States. The perpetrator first fired from inside a car, and then exited the vehicle and continued to fire. Kenneth James Gleason, a white extremist, was arrested and charged in connection with this attack and two similar incidents in Baton Rouge in the same week. Police believe the attacks were racially motivated. He pleaded not guilty in December 2017.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Not Applicable,Black Civilian: Donald Smart,217.0,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,"The specific motive is unknown; however, sources suspected that the attack was racially motivated.",1,,,1,1,1,0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,"Gleeson was charged with two similar incidents that occurred on September 11, 2017 and September 12, 2017.","""Alleged Baton Rouge serial killer pleads not guilty; one victim's family believes 'justice will be served',"" The Advocate (Baton Rouge), December 13, 2017.","""Neighbor of Baton Rouge man accused of killing 2 black men describes horror of shots fired at house,"" The Advocate (Baton Rouge), September 19, 2017.","""What we know about Kenneth Gleason, Baton Rouge man booked in killings of 2 black men,"" The Advocate (Baton Rouge), September 19, 2017.",START Primary Collection,-9,-9,0,-9,
53762,201709240018,2017,9,24,,0,,217,United States,1,North America,Tennessee,Antioch,36.046771,-86.583081,1,0,,"09/24/2017: An assailant opened fire on Burnette Chapel Church of Christ in Antioch, Tennessee, United States. One person was killed and eight others, including the assailant, were wounded in the attack. An unaffiliated individual, identified as Emanuel Kidega Samson, claimed responsibility for the incident and stated that the attack was carried out in revenge for the June 18, 2015 attack on a church in Charleston, South Carolina by Dylann Roof.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Burnette Chapel Church of Christ,Church,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"An unaffiliated individual, identified as Emanuel Kidega Samson, claimed responsibility for the incident and stated that the attack was carried out in revenge for the June 18, 2015 attack on a church in Charleston, South Carolina by Dylann Roof.",0,,,1,1,1,1,5.0,Note left at scene,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,A pistol was used in the attack.,1.0,1.0,0.0,8.0,8.0,1.0,0,,,,,0,,,,,,,,,,,,,,,,"The victims included Melanie Smith, Robert Engle, and pastor Joey Spann. Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Tennessee church shooter may have sought revenge for Charleston shooting,"" UPI, September 30, 2017.","""One Killed, 7 Injured in Tennessee Church Shooting,"" VOA News, September 24, 2017.","""Latest: Gunman among eight injured in Tennessee church shooting,"" Breaking News.ie, September 24, 2017.",START Primary Collection,-9,-9,0,-9,
54008,201710010018,2017,10,1,,0,,217,United States,1,North America,Nevada,Las Vegas,36.082645,-115.135925,1,0,The incident occurred along Las Vegas Boulevard.,"10/01/2017: An assailant opened fire from the Mandalay Bay Hotel on the Route 91 Harvest Festival concert in Las Vegas, Nevada, United States. At least 58 people were killed and 851 people were injured in the attack. The assailant shot and killed himself before police reached him. No group claimed responsibility for the incident; however, authorities identified the assailant as Stephen Paddock, an anti-government extremist. Witnesses overheard Paddock espousing anger over the 1990s standoffs in Waco, Texas and Ruby Ridge, Idaho. Paddock also expressed concern over the US government ""confiscating guns.""",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Mandalay Bay Resort and Casino,Security Guard: Jesus Campos,217.0,United States,6.0,Airports & Aircraft,44.0,Airport,McCarran International Airport,Fuel Tanks,217.0,United States,14.0,Private Citizens & Property,78.0,"Procession/Gathering (funeral, wedding, birthday, religious)",Route 91 Harvest Festival,Country Music Festival,217.0,United States,Anti-Government extremists,,,,,,,0,,,1,1,0,0,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,AR-15 semiautomatic rifles equipped with bump stocks were used in the attack.,59.0,,1.0,851.0,,0.0,1,4.0,Unknown,-99.0,A hotel window and other unspecified property were damaged in this attack.,0,,,,,,,,,,,,,,,,"Amaq News Agency, the Islamic State of Iraq and the Levant (ISIL) media wing, claimed that Paddock, the assailant, was a ""soldier of the caliphate;"" however, authorities dismissed the claim. Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""New documents suggest Las Vegas shooter was conspiracy theorist â€“ what we know,"" The Guardian, May 19, 2018.","""Housekeeper describes chilling interaction with Las Vegas gunman before massacre,"" CBS News, May 17, 2018.","""Sheriff: Person of interest part of Strip shooting probe; Paddock had child porn,"" Las Vegas Sun, January 19, 2018.",START Primary Collection,-9,-9,0,-9,
