,YEAR,MONTH,OP_UNIQUE_CARRIER,DEP_TIME,DEP_DELAY
191131,2014,6,EV,942.0,-17.0
191132,2014,6,EV,951.0,-8.0
191133,2014,6,EV,955.0,-4.0
191134,2014,6,EV,957.0,-2.0
191135,2014,6,EV,952.0,-7.0
191136,2014,6,EV,947.0,-12.0
191137,2014,6,EV,959.0,0.0
191138,2014,6,EV,949.0,-10.0
191139,2014,6,EV,951.0,-8.0
191140,2014,6,EV,1013.0,14.0
191141,2014,6,EV,951.0,-8.0
191142,2014,6,EV,955.0,-4.0
191143,2014,6,EV,1404.0,245.0
191144,2014,6,EV,1043.0,44.0
191145,2014,6,EV,959.0,0.0
191146,2014,6,EV,1004.0,5.0
191147,2014,6,EV,,
191178,2014,6,EV,1416.0,-9.0
191179,2014,6,EV,1419.0,-10.0
191180,2014,6,EV,1433.0,8.0
191181,2014,6,EV,,
191182,2014,6,EV,1420.0,-9.0
191183,2014,6,EV,1512.0,43.0
191184,2014,6,EV,1419.0,-10.0
191185,2014,6,EV,1428.0,3.0
191186,2014,6,EV,1428.0,-1.0
191187,2014,6,EV,1558.0,89.0
191188,2014,6,EV,1543.0,74.0
191189,2014,6,EV,1424.0,-5.0
191190,2014,6,EV,1803.0,214.0
191191,2014,6,EV,1423.0,-6.0
191192,2014,6,EV,1415.0,-14.0
191193,2014,6,EV,1427.0,-2.0
191194,2014,6,EV,1426.0,-3.0
191195,2014,6,EV,1437.0,8.0
191196,2014,6,EV,1428.0,-1.0
191197,2014,6,EV,1438.0,9.0
191198,2014,6,EV,1425.0,-4.0
191199,2014,6,EV,1422.0,-7.0
191200,2014,6,EV,1424.0,-5.0
191201,2014,6,EV,1413.0,-16.0
191202,2014,6,EV,1425.0,-4.0
191203,2014,6,EV,1422.0,-7.0
191204,2014,6,EV,1509.0,40.0
191205,2014,6,EV,1427.0,-2.0
191206,2014,6,EV,1420.0,-9.0
191207,2014,6,EV,1941.0,312.0
191271,2014,6,EV,2039.0,64.0
191272,2014,6,EV,1935.0,0.0
191273,2014,6,EV,1948.0,12.0
191274,2014,6,EV,1953.0,17.0
191275,2014,6,EV,1935.0,-1.0
191276,2014,6,EV,2303.0,208.0
191277,2014,6,EV,2049.0,73.0
191278,2014,6,EV,1943.0,7.0
191279,2014,6,EV,2020.0,44.0
191280,2014,6,EV,1934.0,-2.0
191281,2014,6,EV,2146.0,130.0
191282,2014,6,EV,,
191283,2014,6,EV,1943.0,7.0
191284,2014,6,EV,1949.0,13.0
191285,2014,6,EV,1935.0,-1.0
191286,2014,6,EV,2136.0,120.0
191287,2014,6,EV,1925.0,-11.0
191288,2014,6,EV,1927.0,-9.0
191289,2014,6,EV,1945.0,9.0
191290,2014,6,EV,3.0,267.0
191291,2014,6,EV,,
191292,2014,6,EV,2017.0,41.0
191293,2014,6,EV,2001.0,25.0
191294,2014,6,EV,1957.0,21.0
191295,2014,6,EV,2044.0,68.0
191296,2014,6,EV,2032.0,56.0
191297,2014,6,EV,,
191298,2014,6,EV,,
191299,2014,6,EV,,
191300,2014,6,EV,,
191331,2014,6,EV,556.0,-4.0
191332,2014,6,EV,555.0,-5.0
191333,2014,6,EV,553.0,-7.0
191334,2014,6,EV,558.0,-3.0
191335,2014,6,EV,614.0,13.0
191336,2014,6,EV,555.0,-6.0
191337,2014,6,EV,600.0,-1.0
191338,2014,6,EV,556.0,-4.0
191339,2014,6,EV,554.0,-6.0
191340,2014,6,EV,551.0,-9.0
191341,2014,6,EV,555.0,-5.0
191342,2014,6,EV,550.0,-10.0
191343,2014,6,EV,554.0,-6.0
191344,2014,6,EV,552.0,-8.0
191345,2014,6,EV,557.0,-3.0
191346,2014,6,EV,559.0,-1.0
191347,2014,6,EV,803.0,123.0
191348,2014,6,EV,559.0,-1.0
191349,2014,6,EV,559.0,-1.0
191350,2014,6,EV,559.0,-1.0
191351,2014,6,EV,553.0,-7.0
191352,2014,6,EV,559.0,-1.0
191353,2014,6,EV,550.0,-10.0
191354,2014,6,EV,559.0,-1.0
191355,2014,6,EV,555.0,-5.0
191356,2014,6,EV,555.0,-5.0
191357,2014,6,EV,553.0,-7.0
191358,2014,6,EV,557.0,-3.0
191359,2014,6,EV,555.0,-5.0
191360,2014,6,EV,600.0,0.0
200218,2014,6,DL,1612.0,24.0
200675,2014,6,DL,1552.0,4.0
200701,2014,6,DL,1708.0,13.0
200720,2014,6,DL,1459.0,-3.0
200751,2014,6,DL,1555.0,5.0
200786,2014,6,DL,2012.0,15.0
200794,2014,6,DL,830.0,0.0
200812,2014,6,DL,2121.0,21.0
200813,2014,6,DL,1928.0,13.0
200822,2014,6,DL,826.0,-4.0
200855,2014,6,DL,811.0,11.0
200867,2014,6,DL,1720.0,40.0
200903,2014,6,DL,853.0,3.0
200906,2014,6,DL,1809.0,13.0
200918,2014,6,DL,2030.0,0.0
200919,2014,6,DL,1452.0,-3.0
200935,2014,6,DL,1921.0,61.0
200957,2014,6,DL,2004.0,88.0
200990,2014,6,DL,1713.0,33.0
201014,2014,6,DL,814.0,4.0
201062,2014,6,DL,1853.0,23.0
201068,2014,6,DL,623.0,-2.0
201079,2014,6,DL,1821.0,59.0
201094,2014,6,DL,1933.0,47.0
201111,2014,6,DL,2003.0,38.0
201142,2014,6,DL,759.0,-1.0
201230,2014,6,DL,1254.0,9.0
201239,2014,6,DL,2209.0,100.0
228667,2014,6,HA,1015.0,15.0
228668,2014,6,HA,947.0,-13.0
228669,2014,6,HA,959.0,-1.0
228670,2014,6,HA,955.0,-5.0
228671,2014,6,HA,957.0,-3.0
228672,2014,6,HA,956.0,-4.0
228673,2014,6,HA,952.0,-8.0
228674,2014,6,HA,951.0,-9.0
228675,2014,6,HA,1003.0,3.0
228676,2014,6,HA,957.0,-3.0
228677,2014,6,HA,954.0,-6.0
228678,2014,6,HA,949.0,-11.0
228679,2014,6,HA,959.0,-1.0
228680,2014,6,HA,1000.0,0.0
228681,2014,6,HA,1811.0,491.0
228682,2014,6,HA,953.0,-7.0
228683,2014,6,HA,1010.0,10.0
228684,2014,6,HA,957.0,-3.0
228685,2014,6,HA,958.0,-2.0
228686,2014,6,HA,1007.0,7.0
228687,2014,6,HA,951.0,-9.0
228688,2014,6,HA,1000.0,0.0
228689,2014,6,HA,956.0,-4.0
228690,2014,6,HA,952.0,-8.0
228691,2014,6,HA,952.0,-8.0
228692,2014,6,HA,958.0,-2.0
228693,2014,6,HA,954.0,-6.0
228694,2014,6,HA,1036.0,36.0
228695,2014,6,HA,959.0,-1.0
228696,2014,6,HA,952.0,-8.0
229044,2014,6,MQ,1454.0,-6.0
229045,2014,6,MQ,1452.0,-8.0
229046,2014,6,MQ,1500.0,0.0
229047,2014,6,MQ,1453.0,-7.0
229048,2014,6,MQ,1457.0,-3.0
229049,2014,6,MQ,1457.0,-3.0
229050,2014,6,MQ,1501.0,1.0
229051,2014,6,MQ,1453.0,-7.0
229052,2014,6,MQ,1455.0,-5.0
229053,2014,6,MQ,1530.0,30.0
229054,2014,6,MQ,1630.0,90.0
229055,2014,6,MQ,1457.0,-3.0
229056,2014,6,MQ,1600.0,60.0
229057,2014,6,MQ,1503.0,3.0
229058,2014,6,MQ,1452.0,-8.0
229059,2014,6,MQ,1500.0,0.0
229060,2014,6,MQ,1500.0,0.0
229061,2014,6,MQ,1453.0,-7.0
229062,2014,6,MQ,1750.0,170.0
229063,2014,6,MQ,1501.0,1.0
229064,2014,6,MQ,1540.0,40.0
229065,2014,6,MQ,1453.0,-7.0
229066,2014,6,MQ,1500.0,0.0
229067,2014,6,MQ,1500.0,0.0
229068,2014,6,MQ,1458.0,-2.0
229069,2014,6,MQ,1457.0,-3.0
229070,2014,6,MQ,1455.0,-5.0
229071,2014,6,MQ,1525.0,25.0
229072,2014,6,MQ,1452.0,-8.0
229073,2014,6,MQ,1505.0,5.0
230262,2014,6,MQ,1453.0,-7.0
230263,2014,6,MQ,1456.0,-4.0
230264,2014,6,MQ,1458.0,-2.0
230265,2014,6,MQ,1453.0,-7.0
230266,2014,6,MQ,,
230267,2014,6,MQ,1451.0,-9.0
230268,2014,6,MQ,1500.0,0.0
230269,2014,6,MQ,1455.0,-5.0
230270,2014,6,MQ,1453.0,-7.0
230271,2014,6,MQ,1453.0,-7.0
230272,2014,6,MQ,,
230273,2014,6,MQ,1620.0,75.0
230274,2014,6,MQ,1550.0,45.0
230275,2014,6,MQ,1457.0,-8.0
230276,2014,6,MQ,1457.0,-8.0
230277,2014,6,MQ,1501.0,-4.0
230278,2014,6,MQ,1502.0,-3.0
230279,2014,6,MQ,1459.0,-6.0
230280,2014,6,MQ,1505.0,0.0
230281,2014,6,MQ,1655.0,110.0
230282,2014,6,MQ,1501.0,-4.0
230283,2014,6,MQ,1551.0,46.0
230284,2014,6,MQ,1457.0,-8.0
230285,2014,6,MQ,1515.0,10.0
230286,2014,6,MQ,1509.0,4.0
230287,2014,6,MQ,1505.0,0.0
230288,2014,6,MQ,1459.0,-6.0
230289,2014,6,MQ,1500.0,-5.0
230290,2014,6,MQ,1645.0,100.0
230291,2014,6,MQ,1502.0,-3.0
234375,2014,6,MQ,1636.0,-4.0
234376,2014,6,MQ,1749.0,69.0
234377,2014,6,MQ,1628.0,-12.0
234378,2014,6,MQ,1634.0,-6.0
234379,2014,6,MQ,1647.0,7.0
234380,2014,6,MQ,1637.0,-3.0
234381,2014,6,MQ,1638.0,-2.0
234382,2014,6,MQ,1644.0,4.0
234383,2014,6,MQ,1701.0,21.0
234384,2014,6,MQ,1852.0,132.0
234385,2014,6,MQ,1636.0,-4.0
234386,2014,6,MQ,1645.0,5.0
234387,2014,6,MQ,,
234388,2014,6,MQ,1633.0,-7.0
234389,2014,6,MQ,1634.0,-6.0
234390,2014,6,MQ,1636.0,-4.0
234391,2014,6,MQ,1635.0,-5.0
234392,2014,6,MQ,1635.0,-5.0
234393,2014,6,MQ,1634.0,-6.0
234394,2014,6,MQ,1640.0,0.0
234395,2014,6,MQ,1650.0,10.0
234396,2014,6,MQ,1636.0,-4.0
234397,2014,6,MQ,1634.0,-6.0
234398,2014,6,MQ,1633.0,-7.0
234399,2014,6,MQ,1908.0,148.0
234400,2014,6,MQ,1656.0,16.0
234401,2014,6,MQ,1632.0,-8.0
234402,2014,6,MQ,1638.0,-2.0
234403,2014,6,MQ,1715.0,35.0
234404,2014,6,MQ,1735.0,55.0
234891,2014,6,MQ,1610.0,10.0
234892,2014,6,MQ,1558.0,-2.0
234893,2014,6,MQ,1917.0,197.0
234894,2014,6,MQ,1601.0,1.0
234895,2014,6,MQ,1555.0,-4.0
234896,2014,6,MQ,1553.0,-6.0
234897,2014,6,MQ,1605.0,6.0
234898,2014,6,MQ,1608.0,9.0
234899,2014,6,MQ,1551.0,-8.0
234900,2014,6,MQ,1655.0,56.0
234901,2014,6,MQ,1556.0,-3.0
234902,2014,6,MQ,1614.0,15.0
234903,2014,6,MQ,,
234904,2014,6,MQ,1553.0,-6.0
234905,2014,6,MQ,1556.0,-3.0
234906,2014,6,MQ,1706.0,67.0
234907,2014,6,MQ,1559.0,0.0
234908,2014,6,MQ,1552.0,-7.0
234909,2014,6,MQ,1551.0,-8.0
234910,2014,6,MQ,1559.0,0.0
234911,2014,6,MQ,1622.0,23.0
234912,2014,6,MQ,1609.0,10.0
234913,2014,6,MQ,1615.0,16.0
234914,2014,6,MQ,1554.0,-5.0
234915,2014,6,MQ,1619.0,20.0
234916,2014,6,MQ,1625.0,26.0
234917,2014,6,MQ,1555.0,-4.0
234918,2014,6,MQ,1612.0,13.0
234919,2014,6,MQ,1739.0,100.0
234920,2014,6,MQ,1558.0,-1.0
241125,2014,6,MQ,1634.0,5.0
241126,2014,6,MQ,1625.0,-4.0
241127,2014,6,MQ,1618.0,-11.0
241128,2014,6,MQ,1625.0,-4.0
241129,2014,6,MQ,1620.0,-9.0
241130,2014,6,MQ,1621.0,-8.0
241131,2014,6,MQ,1710.0,41.0
241132,2014,6,MQ,1625.0,-4.0
241133,2014,6,MQ,1621.0,-8.0
241134,2014,6,MQ,1628.0,-1.0
241135,2014,6,MQ,1656.0,41.0
241136,2014,6,MQ,1615.0,0.0
241137,2014,6,MQ,1628.0,13.0
241138,2014,6,MQ,1612.0,-3.0
241139,2014,6,MQ,1614.0,-1.0
241140,2014,6,MQ,1635.0,20.0
241141,2014,6,MQ,1610.0,-5.0
241142,2014,6,MQ,1609.0,-6.0
241143,2014,6,MQ,1650.0,35.0
241144,2014,6,MQ,1608.0,-7.0
241145,2014,6,MQ,1628.0,13.0
241146,2014,6,MQ,1610.0,-5.0
241147,2014,6,MQ,1613.0,-2.0
241148,2014,6,MQ,1608.0,-7.0
241149,2014,6,MQ,1614.0,-1.0
241150,2014,6,MQ,1635.0,20.0
241151,2014,6,MQ,1635.0,20.0
241152,2014,6,MQ,1610.0,-5.0
241153,2014,6,MQ,1722.0,67.0
241154,2014,6,MQ,1712.0,57.0
243759,2014,6,MQ,1524.0,-6.0
243760,2014,6,MQ,1525.0,-5.0
243761,2014,6,MQ,1540.0,10.0
243762,2014,6,MQ,1546.0,16.0
243763,2014,6,MQ,1524.0,-6.0
243764,2014,6,MQ,1522.0,-8.0
243765,2014,6,MQ,1521.0,-9.0
243766,2014,6,MQ,1525.0,-5.0
243767,2014,6,MQ,1525.0,-5.0
243768,2014,6,MQ,1526.0,-4.0
243769,2014,6,MQ,,
243770,2014,6,MQ,1520.0,0.0
243771,2014,6,MQ,1514.0,-6.0
243772,2014,6,MQ,1514.0,-6.0
243773,2014,6,MQ,1520.0,0.0
243774,2014,6,MQ,1516.0,-4.0
243775,2014,6,MQ,1610.0,50.0
243776,2014,6,MQ,1517.0,-3.0
243777,2014,6,MQ,1600.0,40.0
243778,2014,6,MQ,1605.0,45.0
243779,2014,6,MQ,1511.0,-9.0
243780,2014,6,MQ,1624.0,64.0
243781,2014,6,MQ,1516.0,-4.0
243782,2014,6,MQ,1517.0,-3.0
243783,2014,6,MQ,1519.0,-1.0
243784,2014,6,MQ,1518.0,-2.0
243785,2014,6,MQ,1512.0,-8.0
243786,2014,6,MQ,1520.0,0.0
243787,2014,6,MQ,1700.0,100.0
243788,2014,6,MQ,1606.0,46.0
244142,2014,6,MQ,,
244143,2014,6,MQ,1801.0,66.0
244144,2014,6,MQ,,
244145,2014,6,MQ,1648.0,-7.0
244146,2014,6,MQ,1649.0,-6.0
244147,2014,6,MQ,1653.0,-2.0
244148,2014,6,MQ,1651.0,-4.0
244149,2014,6,MQ,1655.0,0.0
244150,2014,6,MQ,1647.0,-8.0
244151,2014,6,MQ,1649.0,-6.0
244152,2014,6,MQ,1655.0,0.0
244153,2014,6,MQ,1649.0,-6.0
244154,2014,6,MQ,1645.0,-10.0
244155,2014,6,MQ,1648.0,-7.0
244156,2014,6,MQ,1658.0,3.0
244157,2014,6,MQ,1646.0,-9.0
244158,2014,6,MQ,1647.0,-8.0
244159,2014,6,MQ,1653.0,-2.0
244160,2014,6,MQ,1951.0,176.0
244161,2014,6,MQ,1700.0,5.0
245638,2014,6,MQ,1653.0,-7.0
245639,2014,6,MQ,1656.0,-4.0
245640,2014,6,MQ,1700.0,0.0
245641,2014,6,MQ,1700.0,0.0
245642,2014,6,MQ,1651.0,-9.0
245643,2014,6,MQ,1725.0,25.0
245644,2014,6,MQ,1654.0,-6.0
245645,2014,6,MQ,1702.0,2.0
245646,2014,6,MQ,1716.0,16.0
245647,2014,6,MQ,1847.0,107.0
245953,2014,6,MQ,1115.0,15.0
245954,2014,6,MQ,1057.0,-3.0
245955,2014,6,MQ,1057.0,-3.0
245956,2014,6,MQ,1155.0,55.0
245957,2014,6,MQ,1107.0,7.0
245958,2014,6,MQ,1118.0,18.0
245959,2014,6,MQ,1240.0,100.0
245960,2014,6,MQ,1156.0,56.0
245961,2014,6,MQ,1116.0,16.0
245962,2014,6,MQ,1138.0,38.0
245963,2014,6,MQ,1052.0,-8.0
245964,2014,6,MQ,1114.0,14.0
245965,2014,6,MQ,,
245966,2014,6,MQ,1055.0,-5.0
245967,2014,6,MQ,1058.0,-2.0
245968,2014,6,MQ,1059.0,-1.0
245969,2014,6,MQ,1054.0,-6.0
245970,2014,6,MQ,1057.0,-3.0
245971,2014,6,MQ,1119.0,19.0
245972,2014,6,MQ,1058.0,-2.0
245973,2014,6,MQ,1058.0,-2.0
245974,2014,6,MQ,1156.0,56.0
245975,2014,6,MQ,1052.0,-8.0
245976,2014,6,MQ,1106.0,6.0
245977,2014,6,MQ,1056.0,-4.0
245978,2014,6,MQ,1054.0,-6.0
245979,2014,6,MQ,1057.0,-3.0
245980,2014,6,MQ,1054.0,-6.0
245981,2014,6,MQ,1111.0,11.0
245982,2014,6,MQ,1100.0,0.0
246099,2014,6,MQ,1452.0,-8.0
246100,2014,6,MQ,1457.0,-3.0
246101,2014,6,MQ,1454.0,-6.0
246102,2014,6,MQ,1453.0,-7.0
246103,2014,6,MQ,1454.0,-6.0
246104,2014,6,MQ,1449.0,-11.0
246105,2014,6,MQ,1454.0,-6.0
246106,2014,6,MQ,1451.0,-9.0
246107,2014,6,MQ,1455.0,-5.0
246108,2014,6,MQ,1454.0,-6.0
246109,2014,6,MQ,1453.0,-7.0
246110,2014,6,MQ,1452.0,-8.0
246111,2014,6,MQ,1457.0,-3.0
246112,2014,6,MQ,1454.0,-6.0
246113,2014,6,MQ,1454.0,-6.0
246114,2014,6,MQ,1455.0,-5.0
246115,2014,6,MQ,1455.0,-5.0
246116,2014,6,MQ,1452.0,-8.0
246117,2014,6,MQ,1453.0,-7.0
246118,2014,6,MQ,1453.0,-7.0
246119,2014,6,MQ,1457.0,-3.0
246120,2014,6,MQ,1452.0,-8.0
246121,2014,6,MQ,1459.0,-1.0
246122,2014,6,MQ,1458.0,-2.0
246123,2014,6,MQ,1500.0,0.0
246124,2014,6,MQ,1518.0,18.0
246125,2014,6,MQ,1454.0,-6.0
246126,2014,6,MQ,1457.0,-3.0
246127,2014,6,MQ,1454.0,-6.0
246128,2014,6,MQ,1457.0,-3.0
248295,2014,6,MQ,1451.0,-4.0
248296,2014,6,MQ,1451.0,-4.0
248297,2014,6,MQ,1451.0,-4.0
248298,2014,6,MQ,1450.0,-5.0
248299,2014,6,MQ,1520.0,25.0
248300,2014,6,MQ,1455.0,0.0
248301,2014,6,MQ,1453.0,-2.0
248302,2014,6,MQ,1529.0,34.0
248303,2014,6,MQ,1454.0,-1.0
248304,2014,6,MQ,1510.0,15.0
248305,2014,6,MQ,1635.0,96.0
248306,2014,6,MQ,1458.0,-1.0
248307,2014,6,MQ,1458.0,-1.0
248308,2014,6,MQ,1450.0,-9.0
248309,2014,6,MQ,1455.0,-4.0
248310,2014,6,MQ,1453.0,-6.0
248311,2014,6,MQ,1500.0,1.0
248312,2014,6,MQ,1459.0,0.0
248313,2014,6,MQ,1458.0,-1.0
248314,2014,6,MQ,1451.0,-8.0
248315,2014,6,MQ,1451.0,-8.0
248316,2014,6,MQ,1517.0,18.0
248317,2014,6,MQ,1452.0,-7.0
248318,2014,6,MQ,1452.0,-7.0
248319,2014,6,MQ,1502.0,3.0
248320,2014,6,MQ,1456.0,-3.0
248321,2014,6,MQ,1452.0,-7.0
248322,2014,6,MQ,1453.0,-6.0
248323,2014,6,MQ,1629.0,90.0
248324,2014,6,MQ,1454.0,-5.0
248536,2014,6,MQ,2017.0,177.0
248537,2014,6,MQ,1718.0,-2.0
248538,2014,6,MQ,1716.0,-4.0
248539,2014,6,MQ,1718.0,-2.0
248540,2014,6,MQ,,
248541,2014,6,MQ,1717.0,-3.0
248702,2014,6,MQ,850.0,-5.0
248703,2014,6,MQ,847.0,-8.0
248704,2014,6,MQ,846.0,-9.0
248705,2014,6,MQ,854.0,-1.0
248706,2014,6,MQ,848.0,-7.0
248707,2014,6,MQ,849.0,-6.0
248708,2014,6,MQ,849.0,-6.0
248709,2014,6,MQ,848.0,-7.0
248710,2014,6,MQ,850.0,-5.0
248711,2014,6,MQ,847.0,-8.0
248712,2014,6,MQ,754.0,-6.0
248713,2014,6,MQ,814.0,14.0
248714,2014,6,MQ,,
248715,2014,6,MQ,800.0,0.0
248716,2014,6,MQ,757.0,-3.0
248717,2014,6,MQ,818.0,18.0
248718,2014,6,MQ,759.0,-1.0
248719,2014,6,MQ,756.0,-4.0
248720,2014,6,MQ,824.0,24.0
248721,2014,6,MQ,754.0,-6.0
248722,2014,6,MQ,814.0,14.0
248723,2014,6,MQ,804.0,4.0
248724,2014,6,MQ,800.0,0.0
248725,2014,6,MQ,759.0,-1.0
248726,2014,6,MQ,816.0,16.0
248727,2014,6,MQ,825.0,25.0
248728,2014,6,MQ,,
248729,2014,6,MQ,800.0,0.0
248730,2014,6,MQ,810.0,10.0
248731,2014,6,MQ,758.0,-2.0
251041,2014,6,MQ,823.0,-2.0
251042,2014,6,MQ,817.0,-8.0
251043,2014,6,MQ,817.0,-8.0
251044,2014,6,MQ,821.0,-4.0
251045,2014,6,MQ,,
251046,2014,6,MQ,825.0,0.0
251047,2014,6,MQ,816.0,-9.0
251048,2014,6,MQ,820.0,-5.0
251049,2014,6,MQ,821.0,-4.0
251050,2014,6,MQ,819.0,-6.0
251051,2014,6,MQ,820.0,10.0
251052,2014,6,MQ,813.0,3.0
251053,2014,6,MQ,839.0,29.0
251054,2014,6,MQ,810.0,0.0
251055,2014,6,MQ,805.0,-5.0
251056,2014,6,MQ,1006.0,116.0
251057,2014,6,MQ,803.0,-7.0
251058,2014,6,MQ,806.0,-4.0
251059,2014,6,MQ,808.0,-2.0
251060,2014,6,MQ,802.0,-8.0
251061,2014,6,MQ,809.0,-1.0
251062,2014,6,MQ,804.0,-6.0
251063,2014,6,MQ,802.0,-8.0
251064,2014,6,MQ,802.0,-8.0
251065,2014,6,MQ,822.0,12.0
251066,2014,6,MQ,813.0,3.0
251067,2014,6,MQ,807.0,-3.0
251068,2014,6,MQ,801.0,-9.0
251069,2014,6,MQ,809.0,-1.0
251070,2014,6,MQ,803.0,-7.0
252061,2014,6,MQ,2000.0,10.0
252062,2014,6,MQ,1945.0,-5.0
252063,2014,6,MQ,2100.0,70.0
252064,2014,6,MQ,1942.0,-8.0
252065,2014,6,MQ,2007.0,17.0
252066,2014,6,MQ,1945.0,-5.0
252067,2014,6,MQ,2052.0,62.0
252068,2014,6,MQ,2105.0,75.0
252069,2014,6,MQ,2015.0,25.0
252070,2014,6,MQ,2023.0,8.0
252071,2014,6,MQ,2056.0,16.0
252072,2014,6,MQ,2040.0,0.0
252073,2014,6,MQ,2218.0,98.0
252074,2014,6,MQ,2033.0,-7.0
252075,2014,6,MQ,2031.0,-9.0
252076,2014,6,MQ,2044.0,4.0
252077,2014,6,MQ,2035.0,-5.0
252078,2014,6,MQ,2104.0,24.0
252079,2014,6,MQ,2036.0,-4.0
252080,2014,6,MQ,2047.0,7.0
252081,2014,6,MQ,2034.0,-6.0
252082,2014,6,MQ,2036.0,-4.0
252083,2014,6,MQ,2031.0,-9.0
252084,2014,6,MQ,2040.0,0.0
252085,2014,6,MQ,2032.0,-8.0
252086,2014,6,MQ,2034.0,-6.0
252087,2014,6,MQ,2037.0,-3.0
252088,2014,6,MQ,2040.0,0.0
252089,2014,6,MQ,2042.0,2.0
252090,2014,6,MQ,2138.0,58.0
252285,2014,6,MQ,1227.0,-8.0
252286,2014,6,MQ,1227.0,-8.0
252287,2014,6,MQ,1229.0,-6.0
252288,2014,6,MQ,1225.0,-10.0
252289,2014,6,MQ,1226.0,-9.0
252290,2014,6,MQ,1234.0,-1.0
252291,2014,6,MQ,1230.0,-5.0
252292,2014,6,MQ,1228.0,-7.0
252293,2014,6,MQ,1234.0,-1.0
252294,2014,6,MQ,1230.0,-5.0
252295,2014,6,MQ,1337.0,57.0
252296,2014,6,MQ,1232.0,-8.0
252297,2014,6,MQ,1244.0,4.0
252298,2014,6,MQ,1240.0,0.0
252299,2014,6,MQ,1233.0,-7.0
252300,2014,6,MQ,1411.0,91.0
252301,2014,6,MQ,1240.0,0.0
252302,2014,6,MQ,1233.0,-7.0
252303,2014,6,MQ,1234.0,-6.0
252304,2014,6,MQ,1233.0,-7.0
252305,2014,6,MQ,1344.0,64.0
252306,2014,6,MQ,1235.0,-5.0
252307,2014,6,MQ,1243.0,3.0
252308,2014,6,MQ,1235.0,-5.0
252309,2014,6,MQ,1238.0,-2.0
252310,2014,6,MQ,1238.0,-2.0
252311,2014,6,MQ,1411.0,91.0
252312,2014,6,MQ,1233.0,-7.0
252313,2014,6,MQ,1235.0,-5.0
252314,2014,6,MQ,1337.0,57.0
252505,2014,6,MQ,1725.0,25.0
252506,2014,6,MQ,1652.0,-8.0
252507,2014,6,MQ,1658.0,-2.0
252508,2014,6,MQ,1654.0,-6.0
252509,2014,6,MQ,1654.0,-6.0
252510,2014,6,MQ,1653.0,-7.0
252511,2014,6,MQ,1701.0,1.0
252512,2014,6,MQ,1654.0,-6.0
252513,2014,6,MQ,1657.0,-3.0
252514,2014,6,MQ,1949.0,169.0
252515,2014,6,MQ,1720.0,0.0
252516,2014,6,MQ,1714.0,-6.0
252517,2014,6,MQ,1740.0,20.0
252518,2014,6,MQ,1905.0,105.0
252519,2014,6,MQ,1717.0,-3.0
252520,2014,6,MQ,1715.0,-5.0
252521,2014,6,MQ,1713.0,-7.0
252522,2014,6,MQ,1720.0,0.0
252523,2014,6,MQ,1724.0,4.0
252524,2014,6,MQ,1717.0,-3.0
252525,2014,6,MQ,1717.0,-3.0
252526,2014,6,MQ,1715.0,-5.0
252527,2014,6,MQ,1716.0,-4.0
252528,2014,6,MQ,1715.0,-5.0
257636,2014,6,MQ,2106.0,1.0
257637,2014,6,MQ,2055.0,-10.0
257638,2014,6,MQ,,
257639,2014,6,MQ,2056.0,-9.0
257640,2014,6,MQ,2058.0,-7.0
257641,2014,6,MQ,2055.0,-10.0
257642,2014,6,MQ,2101.0,-4.0
257643,2014,6,MQ,2219.0,74.0
257644,2014,6,MQ,2102.0,-3.0
257645,2014,6,MQ,2216.0,71.0
257646,2014,6,MQ,2143.0,-7.0
257647,2014,6,MQ,2232.0,42.0
257648,2014,6,MQ,,
257649,2014,6,MQ,2234.0,44.0
257650,2014,6,MQ,2144.0,-6.0
257651,2014,6,MQ,2142.0,-8.0
257652,2014,6,MQ,2154.0,4.0
257653,2014,6,MQ,2145.0,-5.0
257654,2014,6,MQ,2155.0,5.0
257655,2014,6,MQ,2146.0,-4.0
257656,2014,6,MQ,2146.0,-4.0
257657,2014,6,MQ,2255.0,65.0
257658,2014,6,MQ,2145.0,-5.0
257659,2014,6,MQ,2144.0,-6.0
257660,2014,6,MQ,,
257661,2014,6,MQ,2154.0,4.0
257662,2014,6,MQ,2145.0,-5.0
257663,2014,6,MQ,2145.0,-5.0
257664,2014,6,MQ,2144.0,-6.0
257665,2014,6,MQ,2209.0,19.0
310964,2014,6,UA,1538.0,8.0
310989,2014,6,UA,1118.0,-7.0
312189,2014,6,UA,1530.0,0.0
312263,2014,6,UA,2025.0,-4.0
312361,2014,6,UA,2241.0,252.0
312385,2014,6,UA,615.0,0.0
312484,2014,6,UA,1717.0,-3.0
312501,2014,6,UA,1755.0,1.0
312509,2014,6,UA,758.0,-2.0
312528,2014,6,UA,1154.0,-6.0
312598,2014,6,UA,1018.0,-2.0
312638,2014,6,UA,831.0,-4.0
312652,2014,6,UA,1115.0,-10.0
312852,2014,6,UA,1917.0,48.0
312862,2014,6,UA,623.0,-7.0
312880,2014,6,UA,611.0,-4.0
312913,2014,6,UA,835.0,0.0
312989,2014,6,UA,1836.0,76.0
313012,2014,6,UA,1800.0,6.0
313020,2014,6,UA,904.0,-6.0
313112,2014,6,UA,1014.0,-6.0
313224,2014,6,UA,1159.0,-1.0
313254,2014,6,UA,754.0,-6.0
313260,2014,6,UA,1425.0,-7.0
