,YEAR,MONTH,OP_UNIQUE_CARRIER,DEP_TIME,DEP_DELAY
87,2014,8,DL,1532.0,-5.0
113,2014,8,DL,1626.0,6.0
132,2014,8,DL,1631.0,83.0
224,2014,8,DL,1905.0,5.0
231,2014,8,DL,826.0,-4.0
266,2014,8,DL,755.0,-5.0
377,2014,8,DL,859.0,-1.0
403,2014,8,DL,1634.0,-1.0
428,2014,8,DL,2208.0,60.0
497,2014,8,DL,809.0,0.0
529,2014,8,DL,1833.0,1.0
558,2014,8,DL,812.0,2.0
652,2014,8,DL,835.0,0.0
742,2014,8,DL,1452.0,-3.0
757,2014,8,DL,707.0,7.0
760,2014,8,DL,2101.0,46.0
767,2014,8,DL,2026.0,-3.0
768,2014,8,DL,2011.0,81.0
769,2014,8,DL,1910.0,8.0
772,2014,8,DL,2235.0,40.0
774,2014,8,DL,811.0,-4.0
775,2014,8,DL,1555.0,-3.0
777,2014,8,DL,1914.0,154.0
781,2014,8,DL,2009.0,32.0
782,2014,8,DL,1830.0,0.0
783,2014,8,DL,1735.0,15.0
784,2014,8,DL,1700.0,18.0
2534,2014,8,DL,1850.0,-2.0
2537,2014,8,DL,1635.0,6.0
2538,2014,8,DL,1815.0,0.0
2540,2014,8,DL,1800.0,5.0
2541,2014,8,DL,1320.0,21.0
2542,2014,8,DL,619.0,-6.0
2543,2014,8,DL,924.0,-6.0
2544,2014,8,DL,1205.0,5.0
2545,2014,8,DL,718.0,18.0
2546,2014,8,DL,757.0,-3.0
2547,2014,8,DL,2152.0,52.0
2548,2014,8,DL,2355.0,-4.0
2549,2014,8,DL,1555.0,-5.0
2550,2014,8,DL,658.0,-2.0
2551,2014,8,DL,1258.0,-2.0
2552,2014,8,DL,1430.0,0.0
2553,2014,8,DL,1528.0,-4.0
2554,2014,8,DL,1140.0,-5.0
2555,2014,8,DL,2054.0,99.0
2556,2014,8,DL,1215.0,54.0
2557,2014,8,DL,1749.0,-6.0
2558,2014,8,DL,654.0,-6.0
2559,2014,8,DL,1129.0,-3.0
2560,2014,8,DL,2004.0,79.0
2561,2014,8,DL,1902.0,32.0
2563,2014,8,DL,937.0,-3.0
2564,2014,8,DL,1520.0,5.0
2565,2014,8,DL,2110.0,39.0
2566,2014,8,DL,826.0,-4.0
2567,2014,8,DL,1109.0,24.0
2568,2014,8,DL,857.0,-3.0
2569,2014,8,DL,717.0,-3.0
2570,2014,8,DL,825.0,-5.0
2571,2014,8,DL,1855.0,180.0
2574,2014,8,DL,851.0,-9.0
2575,2014,8,DL,806.0,-9.0
2577,2014,8,DL,1641.0,-4.0
2579,2014,8,DL,837.0,2.0
2580,2014,8,DL,1257.0,12.0
2581,2014,8,DL,2105.0,66.0
2583,2014,8,DL,808.0,-7.0
2584,2014,8,DL,1123.0,-7.0
2585,2014,8,DL,1308.0,-5.0
3012,2014,8,DL,1907.0,15.0
3015,2014,8,DL,1643.0,14.0
3016,2014,8,DL,1834.0,19.0
3018,2014,8,DL,1753.0,-2.0
3019,2014,8,DL,1305.0,6.0
3020,2014,8,DL,621.0,-4.0
3021,2014,8,DL,927.0,-3.0
3022,2014,8,DL,1159.0,-1.0
3023,2014,8,DL,656.0,-4.0
3024,2014,8,DL,757.0,-3.0
3025,2014,8,DL,2146.0,46.0
3026,2014,8,DL,44.0,45.0
3027,2014,8,DL,1611.0,46.0
3028,2014,8,DL,702.0,2.0
3029,2014,8,DL,1255.0,-5.0
3030,2014,8,DL,1509.0,39.0
3031,2014,8,DL,1138.0,-7.0
3032,2014,8,DL,1914.0,-1.0
3033,2014,8,DL,1120.0,-1.0
3034,2014,8,DL,1752.0,-3.0
3035,2014,8,DL,654.0,-6.0
3036,2014,8,DL,1134.0,2.0
3037,2014,8,DL,1851.0,6.0
3038,2014,8,DL,1852.0,22.0
3040,2014,8,DL,941.0,1.0
3041,2014,8,DL,1514.0,-1.0
3042,2014,8,DL,2046.0,31.0
3043,2014,8,DL,825.0,-5.0
3044,2014,8,DL,1041.0,-4.0
3045,2014,8,DL,921.0,21.0
3046,2014,8,DL,722.0,2.0
3047,2014,8,DL,856.0,26.0
3048,2014,8,DL,1552.0,-3.0
3051,2014,8,DL,857.0,-3.0
3052,2014,8,DL,903.0,48.0
3054,2014,8,DL,1644.0,-1.0
3056,2014,8,DL,834.0,-1.0
3057,2014,8,DL,1246.0,1.0
3058,2014,8,DL,1959.0,0.0
3060,2014,8,DL,808.0,-7.0
3061,2014,8,DL,1137.0,7.0
3062,2014,8,DL,1308.0,-5.0
4207,2014,8,DL,1553.0,16.0
4233,2014,8,DL,1624.0,4.0
4252,2014,8,DL,1529.0,21.0
4344,2014,8,DL,1859.0,-1.0
4351,2014,8,DL,826.0,-4.0
4385,2014,8,DL,758.0,-2.0
4499,2014,8,DL,901.0,1.0
4525,2014,8,DL,1628.0,-7.0
4531,2014,8,DL,814.0,-1.0
4557,2014,8,DL,1859.0,10.0
4585,2014,8,DL,1651.0,10.0
4607,2014,8,DL,2104.0,-4.0
4658,2014,8,DL,804.0,-6.0
4706,2014,8,DL,800.0,0.0
4803,2014,8,DL,808.0,-2.0
4849,2014,8,DL,1452.0,-3.0
4860,2014,8,DL,707.0,7.0
4863,2014,8,DL,2101.0,46.0
4867,2014,8,DL,1917.0,27.0
4868,2014,8,DL,2030.0,0.0
4870,2014,8,DL,2150.0,-5.0
4871,2014,8,DL,1641.0,42.0
4872,2014,8,DL,1648.0,8.0
4876,2014,8,DL,2015.0,16.0
4877,2014,8,DL,1830.0,0.0
5007,2014,8,DL,1846.0,-6.0
5010,2014,8,DL,1650.0,21.0
5011,2014,8,DL,1810.0,-5.0
5013,2014,8,DL,1752.0,-3.0
5014,2014,8,DL,1309.0,10.0
5015,2014,8,DL,620.0,-5.0
5016,2014,8,DL,1153.0,143.0
5017,2014,8,DL,1312.0,72.0
5018,2014,8,DL,657.0,-3.0
5019,2014,8,DL,759.0,-1.0
5020,2014,8,DL,2114.0,14.0
5021,2014,8,DL,2358.0,-1.0
5022,2014,8,DL,1522.0,-3.0
5023,2014,8,DL,659.0,-1.0
5024,2014,8,DL,1248.0,-12.0
5025,2014,8,DL,1427.0,-3.0
5026,2014,8,DL,1547.0,15.0
5027,2014,8,DL,1246.0,61.0
5028,2014,8,DL,1912.0,-3.0
5029,2014,8,DL,1119.0,-2.0
5030,2014,8,DL,1752.0,-3.0
5031,2014,8,DL,753.0,53.0
5032,2014,8,DL,1131.0,-1.0
5033,2014,8,DL,1841.0,-4.0
5034,2014,8,DL,1902.0,32.0
5036,2014,8,DL,938.0,-2.0
5037,2014,8,DL,1509.0,-6.0
5038,2014,8,DL,2011.0,-4.0
5039,2014,8,DL,829.0,-1.0
5040,2014,8,DL,1050.0,5.0
5041,2014,8,DL,854.0,-6.0
5042,2014,8,DL,714.0,-6.0
5043,2014,8,DL,835.0,5.0
5044,2014,8,DL,1612.0,17.0
5047,2014,8,DL,858.0,-2.0
5048,2014,8,DL,927.0,72.0
5050,2014,8,DL,1643.0,-2.0
5052,2014,8,DL,829.0,-6.0
5053,2014,8,DL,1253.0,8.0
5054,2014,8,DL,1956.0,-3.0
5056,2014,8,DL,813.0,-2.0
5057,2014,8,DL,1127.0,-3.0
5058,2014,8,DL,1336.0,23.0
5732,2014,8,B6,1248.0,-7.0
5733,2014,8,B6,1602.0,187.0
5734,2014,8,B6,1254.0,-1.0
5735,2014,8,B6,1236.0,-9.0
5736,2014,8,B6,1251.0,-4.0
5737,2014,8,B6,1254.0,-1.0
5738,2014,8,B6,1249.0,-6.0
5739,2014,8,B6,1249.0,-6.0
5740,2014,8,B6,1336.0,41.0
5741,2014,8,B6,1313.0,18.0
5742,2014,8,B6,1249.0,4.0
5743,2014,8,B6,1254.0,-1.0
5744,2014,8,B6,1323.0,28.0
5745,2014,8,B6,1253.0,-2.0
5746,2014,8,B6,1255.0,0.0
5747,2014,8,B6,1300.0,5.0
5748,2014,8,B6,1253.0,-2.0
5749,2014,8,B6,1242.0,-3.0
5750,2014,8,B6,1250.0,-5.0
5751,2014,8,B6,1340.0,45.0
5752,2014,8,B6,1249.0,-6.0
5753,2014,8,B6,1337.0,42.0
5754,2014,8,B6,1250.0,-5.0
5755,2014,8,B6,1249.0,-6.0
5756,2014,8,B6,1243.0,-2.0
5757,2014,8,B6,1252.0,-3.0
5758,2014,8,B6,1255.0,0.0
5759,2014,8,B6,1246.0,-9.0
5760,2014,8,B6,1251.0,-4.0
5761,2014,8,B6,1249.0,-6.0
5762,2014,8,B6,1250.0,-5.0
5831,2014,8,DL,2105.0,-3.0
5900,2014,8,DL,802.0,-7.0
5932,2014,8,DL,1846.0,8.0
5961,2014,8,DL,803.0,-7.0
6057,2014,8,DL,833.0,-2.0
6149,2014,8,DL,1457.0,2.0
6164,2014,8,DL,655.0,-5.0
6167,2014,8,DL,2040.0,25.0
6174,2014,8,DL,2044.0,14.0
6175,2014,8,DL,1850.0,0.0
6176,2014,8,DL,1911.0,9.0
6179,2014,8,DL,2151.0,-4.0
6181,2014,8,DL,853.0,38.0
6182,2014,8,DL,1556.0,-2.0
6184,2014,8,DL,1651.0,11.0
6188,2014,8,DL,1938.0,-4.0
6189,2014,8,DL,1831.0,1.0
6190,2014,8,DL,1713.0,-7.0
6191,2014,8,DL,1636.0,-6.0
6303,2014,8,DL,1625.0,-4.0
6304,2014,8,DL,1806.0,-9.0
6306,2014,8,DL,1257.0,-2.0
6307,2014,8,DL,623.0,-2.0
6308,2014,8,DL,927.0,-3.0
6309,2014,8,DL,1228.0,28.0
6310,2014,8,DL,717.0,-3.0
6311,2014,8,DL,2358.0,-1.0
6312,2014,8,DL,1525.0,0.0
6313,2014,8,DL,712.0,12.0
6314,2014,8,DL,1454.0,-1.0
6315,2014,8,DL,1428.0,-2.0
6316,2014,8,DL,1526.0,-6.0
6317,2014,8,DL,1917.0,2.0
6318,2014,8,DL,1121.0,-3.0
6319,2014,8,DL,1750.0,-5.0
6320,2014,8,DL,1705.0,50.0
6321,2014,8,DL,725.0,25.0
6322,2014,8,DL,1136.0,-9.0
6323,2014,8,DL,1843.0,-2.0
6324,2014,8,DL,1848.0,18.0
6326,2014,8,DL,1002.0,22.0
6327,2014,8,DL,1509.0,-6.0
6328,2014,8,DL,1939.0,0.0
6329,2014,8,DL,820.0,-10.0
6330,2014,8,DL,928.0,28.0
6333,2014,8,DL,855.0,-5.0
6334,2014,8,DL,818.0,3.0
6337,2014,8,DL,833.0,-2.0
6338,2014,8,DL,1311.0,26.0
6339,2014,8,DL,2027.0,-3.0
6340,2014,8,DL,1128.0,-2.0
6341,2014,8,DL,1309.0,-4.0
6884,2014,8,DL,1533.0,-4.0
6908,2014,8,DL,1622.0,2.0
6926,2014,8,DL,1544.0,36.0
7018,2014,8,DL,1853.0,-7.0
7025,2014,8,DL,827.0,-3.0
7059,2014,8,DL,755.0,-5.0
7170,2014,8,DL,857.0,-3.0
7196,2014,8,DL,1629.0,-6.0
7221,2014,8,DL,2102.0,-6.0
7284,2014,8,DL,805.0,-4.0
7315,2014,8,DL,1832.0,-5.0
7341,2014,8,DL,807.0,-3.0
8075,2014,8,DL,1537.0,29.0
8091,2014,8,DL,1623.0,3.0
8106,2014,8,DL,1540.0,32.0
8164,2014,8,DL,2039.0,40.0
8183,2014,8,DL,2147.0,167.0
8187,2014,8,DL,847.0,17.0
8194,2014,8,DL,1621.0,26.0
8216,2014,8,DL,757.0,-3.0
8784,2014,8,DL,1529.0,-8.0
8810,2014,8,DL,1618.0,-2.0
8829,2014,8,DL,1501.0,-7.0
8921,2014,8,DL,1857.0,-3.0
8928,2014,8,DL,825.0,-5.0
8963,2014,8,DL,753.0,-7.0
10165,2014,8,DL,830.0,-5.0
10256,2014,8,DL,1453.0,-2.0
10271,2014,8,DL,658.0,-2.0
10274,2014,8,DL,2046.0,31.0
10281,2014,8,DL,2058.0,28.0
10282,2014,8,DL,1904.0,14.0
10283,2014,8,DL,1905.0,3.0
10286,2014,8,DL,2207.0,12.0
10288,2014,8,DL,809.0,-6.0
10289,2014,8,DL,1603.0,5.0
10291,2014,8,DL,1639.0,-1.0
10295,2014,8,DL,2013.0,14.0
10296,2014,8,DL,1826.0,-4.0
10297,2014,8,DL,1712.0,-8.0
10298,2014,8,DL,1639.0,-3.0
10427,2014,8,DL,1849.0,-3.0
10430,2014,8,DL,1616.0,-13.0
10431,2014,8,DL,1812.0,-3.0
10433,2014,8,DL,1749.0,-6.0
10434,2014,8,DL,1253.0,-6.0
10435,2014,8,DL,621.0,-4.0
10436,2014,8,DL,924.0,-6.0
10437,2014,8,DL,1319.0,79.0
10438,2014,8,DL,709.0,9.0
10439,2014,8,DL,2052.0,-8.0
10440,2014,8,DL,2359.0,0.0
10441,2014,8,DL,1524.0,-1.0
10442,2014,8,DL,652.0,-8.0
10443,2014,8,DL,1255.0,-5.0
10444,2014,8,DL,1428.0,-2.0
10445,2014,8,DL,1144.0,-1.0
10446,2014,8,DL,1916.0,1.0
10447,2014,8,DL,1115.0,-6.0
10448,2014,8,DL,1750.0,-5.0
10449,2014,8,DL,829.0,-6.0
10450,2014,8,DL,701.0,1.0
10451,2014,8,DL,1125.0,-7.0
10452,2014,8,DL,1844.0,-1.0
10453,2014,8,DL,1826.0,-4.0
10455,2014,8,DL,937.0,-3.0
10456,2014,8,DL,1513.0,-2.0
10457,2014,8,DL,2023.0,8.0
10458,2014,8,DL,823.0,-7.0
10459,2014,8,DL,1041.0,-4.0
10460,2014,8,DL,850.0,-10.0
10461,2014,8,DL,730.0,10.0
10462,2014,8,DL,828.0,-2.0
10463,2014,8,DL,1551.0,-4.0
10466,2014,8,DL,904.0,4.0
10467,2014,8,DL,815.0,0.0
10469,2014,8,DL,1639.0,-6.0
10471,2014,8,DL,831.0,-4.0
10472,2014,8,DL,1240.0,-5.0
10473,2014,8,DL,2000.0,1.0
10475,2014,8,DL,809.0,-6.0
10476,2014,8,DL,1126.0,-4.0
10477,2014,8,DL,1309.0,-4.0
10703,2014,8,DL,829.0,-6.0
10792,2014,8,DL,1449.0,-6.0
10806,2014,8,DL,655.0,-5.0
10809,2014,8,DL,2016.0,1.0
10816,2014,8,DL,2024.0,-6.0
10817,2014,8,DL,1843.0,-7.0
10818,2014,8,DL,1908.0,6.0
10821,2014,8,DL,2148.0,-7.0
10823,2014,8,DL,809.0,-6.0
10824,2014,8,DL,1555.0,-3.0
10825,2014,8,DL,1653.0,13.0
10830,2014,8,DL,1957.0,15.0
10831,2014,8,DL,1834.0,5.0
10832,2014,8,DL,1720.0,0.0
10833,2014,8,DL,1636.0,-6.0
10964,2014,8,DL,1850.0,-2.0
10967,2014,8,DL,1626.0,-3.0
10968,2014,8,DL,1807.0,-8.0
10970,2014,8,DL,1308.0,9.0
10971,2014,8,DL,632.0,7.0
10972,2014,8,DL,929.0,-1.0
10973,2014,8,DL,1815.0,375.0
10974,2014,8,DL,657.0,-3.0
10975,2014,8,DL,808.0,8.0
10976,2014,8,DL,2057.0,-3.0
10977,2014,8,DL,2349.0,-10.0
10978,2014,8,DL,1747.0,107.0
10979,2014,8,DL,659.0,-1.0
10980,2014,8,DL,1256.0,-4.0
10981,2014,8,DL,1427.0,-3.0
10982,2014,8,DL,1530.0,-2.0
10983,2014,8,DL,1153.0,8.0
10984,2014,8,DL,1914.0,-1.0
10985,2014,8,DL,1118.0,-3.0
10986,2014,8,DL,1915.0,80.0
10987,2014,8,DL,658.0,-2.0
10988,2014,8,DL,1130.0,-2.0
10989,2014,8,DL,1845.0,0.0
10990,2014,8,DL,1853.0,23.0
10992,2014,8,DL,942.0,2.0
10993,2014,8,DL,1534.0,19.0
10994,2014,8,DL,2018.0,3.0
10995,2014,8,DL,824.0,-6.0
10996,2014,8,DL,1054.0,9.0
10997,2014,8,DL,900.0,0.0
10998,2014,8,DL,738.0,18.0
10999,2014,8,DL,828.0,-2.0
11000,2014,8,DL,1557.0,2.0
11003,2014,8,DL,937.0,37.0
11004,2014,8,DL,806.0,-9.0
11006,2014,8,DL,1714.0,29.0
11008,2014,8,DL,835.0,0.0
11009,2014,8,DL,1321.0,36.0
11010,2014,8,DL,1950.0,-9.0
11012,2014,8,DL,808.0,-7.0
11013,2014,8,DL,1123.0,-7.0
11014,2014,8,DL,1315.0,2.0
12062,2014,8,DL,1524.0,15.0
12348,2014,8,DL,857.0,-3.0
12374,2014,8,DL,1659.0,24.0
12398,2014,8,DL,2101.0,-7.0
12467,2014,8,DL,807.0,-2.0
12499,2014,8,DL,1850.0,10.0
12528,2014,8,DL,806.0,-4.0
12540,2014,8,DL,1614.0,-6.0
12559,2014,8,DL,1540.0,32.0
12648,2014,8,DL,1854.0,-6.0
12655,2014,8,DL,820.0,-10.0
12690,2014,8,DL,750.0,-10.0
12800,2014,8,DL,944.0,44.0
12826,2014,8,DL,1629.0,-6.0
12850,2014,8,DL,2102.0,-6.0
12918,2014,8,DL,802.0,-7.0
12950,2014,8,DL,1901.0,21.0
12978,2014,8,DL,745.0,-5.0
13106,2014,8,DL,758.0,-2.0
13158,2014,8,DL,1452.0,-3.0
13172,2014,8,DL,654.0,-6.0
13175,2014,8,DL,2025.0,10.0
13182,2014,8,DL,1847.0,-3.0
13183,2014,8,DL,1901.0,-1.0
13186,2014,8,DL,2152.0,-3.0
13188,2014,8,DL,808.0,-7.0
13189,2014,8,DL,1555.0,-3.0
13191,2014,8,DL,1644.0,4.0
13195,2014,8,DL,2026.0,27.0
13196,2014,8,DL,1830.0,0.0
13197,2014,8,DL,1716.0,-4.0
13198,2014,8,DL,1647.0,0.0
13330,2014,8,DL,1903.0,11.0
13333,2014,8,DL,1629.0,0.0
13334,2014,8,DL,1852.0,37.0
13336,2014,8,DL,1754.0,-1.0
13337,2014,8,DL,1304.0,5.0
13338,2014,8,DL,620.0,-5.0
13339,2014,8,DL,924.0,-6.0
13340,2014,8,DL,1157.0,-3.0
13341,2014,8,DL,656.0,-4.0
13342,2014,8,DL,808.0,8.0
13343,2014,8,DL,2121.0,21.0
13344,2014,8,DL,2348.0,-11.0
13345,2014,8,DL,1635.0,70.0
13346,2014,8,DL,656.0,-4.0
13347,2014,8,DL,1255.0,-5.0
13348,2014,8,DL,1431.0,1.0
13349,2014,8,DL,1542.0,10.0
13350,2014,8,DL,1141.0,-4.0
13351,2014,8,DL,1913.0,-2.0
13352,2014,8,DL,1128.0,7.0
13353,2014,8,DL,1754.0,-1.0
13354,2014,8,DL,700.0,0.0
13355,2014,8,DL,1118.0,-4.0
13356,2014,8,DL,1915.0,30.0
13357,2014,8,DL,1830.0,0.0
13359,2014,8,DL,939.0,-1.0
13360,2014,8,DL,1605.0,50.0
13361,2014,8,DL,2130.0,75.0
13362,2014,8,DL,827.0,-3.0
13363,2014,8,DL,1045.0,0.0
13364,2014,8,DL,913.0,13.0
13365,2014,8,DL,758.0,38.0
13366,2014,8,DL,852.0,22.0
13367,2014,8,DL,1551.0,-4.0
13370,2014,8,DL,859.0,-1.0
13371,2014,8,DL,839.0,24.0
13373,2014,8,DL,1639.0,-6.0
13375,2014,8,DL,834.0,-1.0
13376,2014,8,DL,1256.0,11.0
13377,2014,8,DL,2008.0,9.0
13379,2014,8,DL,824.0,9.0
13380,2014,8,DL,1123.0,-7.0
13381,2014,8,DL,1309.0,-4.0
13597,2014,8,DL,1448.0,-7.0
13611,2014,8,DL,654.0,-6.0
13614,2014,8,DL,2022.0,7.0
13621,2014,8,DL,1919.0,29.0
13622,2014,8,DL,1910.0,16.0
13625,2014,8,DL,2242.0,47.0
13627,2014,8,DL,815.0,0.0
13628,2014,8,DL,1547.0,-11.0
13630,2014,8,DL,1658.0,18.0
13634,2014,8,DL,2007.0,8.0
13635,2014,8,DL,1846.0,16.0
13636,2014,8,DL,1715.0,-5.0
13637,2014,8,DL,1638.0,-4.0
13770,2014,8,DL,1849.0,-3.0
13773,2014,8,DL,1625.0,-4.0
13774,2014,8,DL,1810.0,-5.0
13776,2014,8,DL,1806.0,11.0
13777,2014,8,DL,1255.0,-4.0
13778,2014,8,DL,621.0,-4.0
13779,2014,8,DL,925.0,-5.0
13780,2014,8,DL,1158.0,-2.0
13781,2014,8,DL,659.0,-1.0
13782,2014,8,DL,756.0,-4.0
13783,2014,8,DL,2053.0,-7.0
13784,2014,8,DL,2356.0,-3.0
13785,2014,8,DL,1634.0,34.0
13786,2014,8,DL,702.0,2.0
13787,2014,8,DL,1258.0,-2.0
13788,2014,8,DL,1428.0,-2.0
13789,2014,8,DL,1525.0,-7.0
13790,2014,8,DL,1144.0,-1.0
13791,2014,8,DL,1914.0,-1.0
13792,2014,8,DL,1118.0,-3.0
13793,2014,8,DL,1748.0,-7.0
13794,2014,8,DL,657.0,-3.0
13795,2014,8,DL,1126.0,-6.0
13796,2014,8,DL,1845.0,0.0
13797,2014,8,DL,1846.0,16.0
13799,2014,8,DL,939.0,-1.0
13800,2014,8,DL,1514.0,-1.0
13801,2014,8,DL,2038.0,23.0
13802,2014,8,DL,825.0,-5.0
13803,2014,8,DL,1042.0,-3.0
13804,2014,8,DL,858.0,-2.0
13805,2014,8,DL,718.0,-2.0
13806,2014,8,DL,824.0,-6.0
13807,2014,8,DL,1555.0,0.0
13810,2014,8,DL,857.0,-3.0
13811,2014,8,DL,808.0,-7.0
13813,2014,8,DL,1648.0,3.0
13815,2014,8,DL,857.0,22.0
13816,2014,8,DL,1241.0,-4.0
13817,2014,8,DL,1957.0,-2.0
13819,2014,8,DL,825.0,10.0
13820,2014,8,DL,1125.0,-5.0
13821,2014,8,DL,1313.0,0.0
15772,2014,8,DL,1514.0,5.0
15798,2014,8,DL,1612.0,-8.0
15817,2014,8,DL,1452.0,-16.0
15906,2014,8,DL,1910.0,10.0
15913,2014,8,DL,825.0,-5.0
15948,2014,8,DL,754.0,-6.0
16059,2014,8,DL,901.0,1.0
16085,2014,8,DL,1647.0,12.0
16110,2014,8,DL,2102.0,-6.0
16179,2014,8,DL,804.0,-5.0
16211,2014,8,DL,1845.0,5.0
16240,2014,8,DL,745.0,-5.0
16332,2014,8,DL,827.0,-8.0
16381,2014,8,DL,1855.0,-5.0
16388,2014,8,DL,826.0,-4.0
16423,2014,8,DL,755.0,-5.0
16536,2014,8,DL,854.0,-6.0
16562,2014,8,DL,1628.0,-7.0
16587,2014,8,DL,2133.0,25.0
16656,2014,8,DL,803.0,-6.0
16688,2014,8,DL,1833.0,-7.0
16717,2014,8,DL,805.0,-5.0
16813,2014,8,DL,832.0,-3.0
16904,2014,8,DL,1451.0,-4.0
16918,2014,8,DL,657.0,-3.0
16921,2014,8,DL,2027.0,12.0
16928,2014,8,DL,2023.0,-7.0
16929,2014,8,DL,1847.0,-3.0
16930,2014,8,DL,1915.0,13.0
16934,2014,8,DL,2149.0,-6.0
16936,2014,8,DL,824.0,9.0
16937,2014,8,DL,1553.0,-5.0
16939,2014,8,DL,1714.0,34.0
16943,2014,8,DL,1957.0,-2.0
16944,2014,8,DL,1830.0,0.0
16945,2014,8,DL,1715.0,-5.0
16946,2014,8,DL,1741.0,59.0
17076,2014,8,DL,1848.0,-4.0
17079,2014,8,DL,1627.0,-2.0
17080,2014,8,DL,1853.0,38.0
17082,2014,8,DL,1745.0,-10.0
17083,2014,8,DL,1258.0,-1.0
17084,2014,8,DL,623.0,-2.0
17085,2014,8,DL,924.0,-6.0
17086,2014,8,DL,1151.0,-9.0
17087,2014,8,DL,658.0,-2.0
17088,2014,8,DL,758.0,-2.0
17089,2014,8,DL,2113.0,13.0
17090,2014,8,DL,27.0,28.0
17091,2014,8,DL,1552.0,27.0
17092,2014,8,DL,653.0,-7.0
17093,2014,8,DL,1255.0,-5.0
17094,2014,8,DL,1426.0,-4.0
17095,2014,8,DL,1141.0,-4.0
17096,2014,8,DL,1912.0,-3.0
17097,2014,8,DL,1116.0,-5.0
17098,2014,8,DL,1747.0,-8.0
17099,2014,8,DL,659.0,-1.0
17100,2014,8,DL,1123.0,-9.0
17101,2014,8,DL,1852.0,7.0
17102,2014,8,DL,1842.0,12.0
17104,2014,8,DL,937.0,-3.0
17105,2014,8,DL,1531.0,16.0
17106,2014,8,DL,2009.0,-6.0
17107,2014,8,DL,927.0,57.0
17108,2014,8,DL,1045.0,0.0
17109,2014,8,DL,855.0,-5.0
17110,2014,8,DL,713.0,-7.0
17111,2014,8,DL,825.0,-5.0
17114,2014,8,DL,856.0,-4.0
17115,2014,8,DL,814.0,-1.0
17117,2014,8,DL,1643.0,-2.0
17119,2014,8,DL,834.0,-1.0
17120,2014,8,DL,1240.0,-5.0
17121,2014,8,DL,1952.0,-7.0
17123,2014,8,DL,813.0,-2.0
17124,2014,8,DL,1127.0,-3.0
17125,2014,8,DL,1308.0,-5.0
17449,2014,8,B6,1108.0,-7.0
17450,2014,8,B6,1131.0,16.0
17451,2014,8,B6,1105.0,-10.0
17452,2014,8,B6,1108.0,-7.0
17546,2014,8,B6,2229.0,34.0
17547,2014,8,B6,2155.0,0.0
17548,2014,8,B6,2241.0,46.0
17549,2014,8,B6,2203.0,8.0
17550,2014,8,B6,2154.0,-1.0
17551,2014,8,B6,25.0,150.0
17552,2014,8,B6,2155.0,0.0
17553,2014,8,B6,2241.0,46.0
17554,2014,8,B6,2234.0,39.0
17555,2014,8,B6,2246.0,51.0
17556,2014,8,B6,2159.0,4.0
17557,2014,8,B6,2356.0,121.0
17558,2014,8,B6,6.0,131.0
17559,2014,8,B6,2324.0,89.0
17560,2014,8,B6,2211.0,16.0
17561,2014,8,B6,2204.0,9.0
17562,2014,8,B6,2238.0,43.0
17563,2014,8,B6,2200.0,5.0
17564,2014,8,B6,2236.0,41.0
17565,2014,8,B6,2214.0,19.0
17566,2014,8,B6,2223.0,28.0
17567,2014,8,B6,2209.0,14.0
17568,2014,8,B6,2231.0,36.0
17569,2014,8,B6,2153.0,-2.0
17570,2014,8,B6,2237.0,42.0
17571,2014,8,B6,2152.0,-3.0
17572,2014,8,B6,2204.0,9.0
17573,2014,8,B6,2327.0,92.0
17574,2014,8,B6,2208.0,13.0
17575,2014,8,B6,2154.0,-1.0
17576,2014,8,B6,2200.0,5.0
17608,2014,8,B6,2224.0,-3.0
17609,2014,8,B6,2226.0,-1.0
17610,2014,8,B6,2301.0,34.0
17611,2014,8,B6,2301.0,34.0
17612,2014,8,B6,2222.0,-5.0
17613,2014,8,B6,2300.0,33.0
17614,2014,8,B6,2227.0,0.0
17615,2014,8,B6,2224.0,-3.0
17616,2014,8,B6,2227.0,0.0
17617,2014,8,B6,2303.0,36.0
17618,2014,8,B6,2225.0,-2.0
17619,2014,8,B6,2230.0,3.0
17620,2014,8,B6,2230.0,3.0
17621,2014,8,B6,2228.0,1.0
17622,2014,8,B6,2232.0,5.0
17623,2014,8,B6,2222.0,-5.0
17624,2014,8,B6,2320.0,53.0
17625,2014,8,B6,2220.0,-7.0
17626,2014,8,B6,2220.0,-7.0
17627,2014,8,B6,2242.0,15.0
17628,2014,8,B6,2227.0,0.0
17629,2014,8,B6,2223.0,-4.0
17630,2014,8,B6,2224.0,-3.0
17631,2014,8,B6,2226.0,-1.0
17632,2014,8,B6,2313.0,46.0
17633,2014,8,B6,2220.0,-7.0
17634,2014,8,B6,2244.0,17.0
17635,2014,8,B6,2234.0,7.0
17636,2014,8,B6,2236.0,9.0
17637,2014,8,B6,2223.0,-4.0
17638,2014,8,B6,2313.0,46.0
17670,2014,8,B6,2119.0,29.0
17671,2014,8,B6,2248.0,118.0
17672,2014,8,B6,2120.0,30.0
17673,2014,8,B6,2107.0,17.0
17674,2014,8,B6,2117.0,27.0
17675,2014,8,B6,2049.0,-1.0
17676,2014,8,B6,2051.0,1.0
17677,2014,8,B6,2043.0,-7.0
17678,2014,8,B6,2153.0,63.0
17679,2014,8,B6,2120.0,30.0
17680,2014,8,B6,2048.0,-2.0
